course_title,course_organization,course_certificate_type,course_rating,course_review_num,course_time,course_difficulty,course_students_enrolled,course_url,course_skills,course_tools,course_summary,course_description
20世纪西方音乐 Western Music in the 20th Century,Not Specified,Professional Certificate,,53,1 Weeks,Advanced,0,https://www.coursera.org/learn/20cnwm,Classical Music; Music; Music History; Music Performance; Music Theory; World Music; Musical Composition,Not Specified,Not Specified,Not Specified
VR and 360 Video Production,Not Specified,Professional Certificate,,897,1 Weeks,Advanced,129,https://www.coursera.org/learn/360-vr-video-production,Post-Production; Media Production; Video Production; Cinematography; Augmented and Virtual Reality (AR/VR); Editing; Virtual Reality; Virtual Environment; Photo/Video Production and Technology,Not Specified,Not Specified,Not Specified
3D Character Design Workshop with Nomad Sculpt,Not Specified,Professional Certificate,,0,6 Hours,Advanced,97,https://www.coursera.org/learn/3d-character-design-workshop-with-nomad-sculpt,Color Theory; Computer Graphics; Animations; Visualization (Computer Graphics); Creative Design; 3D Modeling; 3D Assets,Graphical Tools,Not Specified,Not Specified
Current Gen 3D Game Prop Production,Not Specified,Professional Certificate,,51,2 Weeks,Advanced,41,https://www.coursera.org/learn/3d-game-prop-production,Prototyping; Computer Graphics; 3D Assets; Baking; Design Research; 3D Modeling; Computer Graphic Techniques,Graphical Tools,Not Specified,Not Specified
4 Day Creative Reset: Reduce Stress & Boost Productivity,Not Specified,Professional Certificate,,0,4- Days,Advanced,97,https://www.coursera.org/learn/4-day-creative-reset-reduce-stress--boost-productivity,Personal Development; Mental Concentration; Productivity; Creativity; Prioritization; Planning; Mindfulness; Goal Setting; Self-Awareness; Growth Mindedness; Stress Management; Resilience,Not Specified,Not Specified,Not Specified
Introduction to Ableton Live,Not Specified,Professional Certificate,,120,1 Weeks,Advanced,90,https://www.coursera.org/learn/ableton-live,File Management; Music Performance; Musical Composition; Editing; Creativity; Music; Automation; digital literacy; Media Production; Software Installation,Not Specified,Not Specified,Not Specified
Accessibility to the Scenic Arts,Not Specified,Professional Certificate,,12,2 Weeks,Advanced,3,https://www.coursera.org/learn/accessibility-scenic-arts,Not Specified,Not Specified,Not Specified,Not Specified
ART of the MOOC: Activism and Social Movements,Not Specified,Professional Certificate,,34,1 Weeks,Advanced,0,https://www.coursera.org/learn/activism-social-movements,Cultural Diversity; Social Justice; Research; Creativity; Student Engagement; Performing Arts; Liberal Arts; Social Impact; Social Sciences; Advocacy; Community Organizing,Not Specified,Not Specified,Not Specified
Activism in Sports and Culture,Not Specified,Professional Certificate,,17,2 Weeks,Advanced,2,https://www.coursera.org/learn/activism-sports-culture,Social Sciences; Writing; Sociology; Oral Expression; Cultural Responsiveness; Social Justice; Social Studies; Journalism; Media and Communications,Not Specified,Not Specified,Not Specified
ART of the MOOC: Activismo y Movimientos Sociales,Not Specified,Professional Certificate,,7,2 Weeks,Advanced,50,https://www.coursera.org/learn/activismo-movimientos-sociales,Social Sciences; Media and Communications; World History; Cultural Diversity; Performing Arts; Art History; Social Justice; Liberal Arts; Social Impact; Community Organizing; Creativity,Not Specified,Not Specified,Not Specified
William Shakespeare's Romeo & Juliet: An Actor's Perspective,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,0,https://www.coursera.org/learn/actors-discuss-romeo-and-juliet,Storytelling; Performing Arts; Oral Expression; Art History,Not Specified,Not Specified,Not Specified
Adobe Lightroom Essentials Pt. 1: Editing & Color Basics,Not Specified,Professional Certificate,,10,7 Hours,Advanced,97,https://www.coursera.org/learn/adobe-lightroom-essentials-pt-1-editing-color-basics,Data Import/Export; Color Theory; Photography; Photo Editing; Image Quality; Editing,Adobe Photoshop; Adobe Creative Cloud,Not Specified,Not Specified
Adobe Lightroom Essentials Pt. 2: Organizing & Masking Tools,Not Specified,Professional Certificate,,0,8 Hours,Advanced,0,https://www.coursera.org/learn/adobe-lightroom-essentials-pt-2-organizing-masking-tools,Photography; Data Import/Export; Data Storage; Image Quality; Photo Editing; File Management,Adobe Photoshop,Not Specified,Not Specified
Adobe Lightroom Essentials Pt. 3: Advanced Edits & Presets,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,97,https://www.coursera.org/learn/adobe-lightroom-essentials-pt-3-advanced-edits-presets,Post-Production; Color Theory; Image Quality; Creative Design; Photo Editing; Video Editing; Photography,Adobe Photoshop; Adobe Creative Cloud,Not Specified,Not Specified
Advanced Videography: Cinematic Travel Vlogging,Not Specified,Professional Certificate,,0,5 Hours,Advanced,97,https://www.coursera.org/learn/advanced-videography-cinematic-travel-vlogging,Storytelling; Video Editing; Cinematography; Videography; Photo/Video Production and Technology; Video Production,Not Specified,Not Specified,Not Specified
Advanced Videography: Commercial Filmmaking Essentials,Not Specified,Professional Certificate,,0,5 Hours,Advanced,97,https://www.coursera.org/learn/advanced-videography-commercial-filmmaking-essentials,Video Production; Video Editing; Storytelling; Videography; Cinematography; Photo/Video Production and Technology,Not Specified,Not Specified,Not Specified
Advanced Videography: Documentary and Promo Editing,Not Specified,Professional Certificate,,0,5 Hours,Advanced,97,https://www.coursera.org/learn/advanced-videography-documentary-and-promo-editing,Creativity; Design Reviews; Video Editing; Peer Review; Videography; Video Production; Cinematography; Photography; Post-Production,Not Specified,Not Specified,Not Specified
Affinity Photo: Beyond the Basics – Masking & Color,Not Specified,Professional Certificate,,0,6 Hours,Intermediate,97,https://www.coursera.org/learn/affinity-photo-beyond-the-basics--masking--color,Color Theory; Editing; Image Quality; Photo Editing,Not Specified,Not Specified,Not Specified
After Effects VFX: Special Effects Videos for Social Media,Not Specified,Professional Certificate,,0,6 Hours,Advanced,97,https://www.coursera.org/learn/after-effects-vfx-special-effects-videos-for-social-media,Video Editing; Ideation; Motion Graphics; Storyboarding; Creativity; Color Matching; Content Creation; Post-Production; Cinematography; Video Production,Adobe After Effects,Not Specified,Not Specified
Age of Cathedrals,Not Specified,Professional Certificate,,504,2 Weeks,Advanced,39,https://www.coursera.org/learn/age-of-cathedrals,Storytelling; Liberal Arts; Art History; Economics; World History; Architecture and Construction; Architectural Design; Higher Education; Social Studies; European History,Not Specified,Not Specified,Not Specified
Age of Jefferson,Not Specified,Professional Certificate,,461,1 Weeks,Advanced,28,https://www.coursera.org/learn/ageofjefferson,Advocacy; Social Justice; Political Sciences; Social Studies; Ethical Standards And Conduct; Education and Training; Writing; Public Policies; World History; Public History,Not Specified,Not Specified,Not Specified
"El águila, el nopal y ¿la serpiente?",Not Specified,Professional Certificate,,0,8 Hours,Advanced,971,https://www.coursera.org/learn/aguila-serpiente,Ancient History; Culture; Art History; Research; World History,Not Specified,Not Specified,Not Specified
AI Basics and Tools for Creativity,Not Specified,Professional Certificate,,16,4 Hours,Advanced,9,https://www.coursera.org/learn/ai-basics-and-tools-for-creativity,Responsible AI; Image Analysis; Critical Thinking; Creative Design; Creativity; Artificial Intelligence; Problem Solving; Music,Prompt Engineering; Generative AI,Not Specified,Not Specified
"AI, Empathy & Ethics",Not Specified,Professional Certificate,,461,4 Hours,Advanced,22,https://www.coursera.org/learn/ai-empathy-ethics,Not Specified,Not Specified,Not Specified,Not Specified
"AI Ethics, Responsible Use, and Creativity",Not Specified,Professional Certificate,,5,5 Hours,Advanced,9,https://www.coursera.org/learn/ai-ethics-responsible-use-and-creativity,Not Specified,Not Specified,Not Specified,Not Specified
AI for Audio and Music,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,31,https://www.coursera.org/learn/ai-for-audio-and-music,Not Specified,Not Specified,Not Specified,Not Specified
"Alfabetização Midiática, Informacional e Diálogo Intercultural - UNESCO e UNICAMP",Not Specified,Professional Certificate,,24,2 Weeks,Advanced,6,https://www.coursera.org/learn/alfabetizacao-midiatica,Community Development; Content Creation; Media and Communications; Information Management; Research; Ethical Standards And Conduct; Cultural Diversity; Advocacy; digital literacy; Journalism,Not Specified,Not Specified,Not Specified
Effective Altruism,Not Specified,Professional Certificate,,823,1 Weeks,Advanced,61,https://www.coursera.org/learn/altruism,Program Evaluation; Economics; Decision Making; Social Impact; Philanthropy; Social Justice; Business Ethics; Ethical Standards And Conduct,Not Specified,Not Specified,Not Specified
America Through Foreign Eyes,Not Specified,Professional Certificate,,97,4 Weeks,Advanced,20,https://www.coursera.org/learn/america-through-foreign-eyes,Social Studies; Cultural Diversity; Media and Communications; International Relations; Sociology; Intercultural Competence; Immigration Law; Economics; Political Sciences; World History,Not Specified,Not Specified,Not Specified
América Latina: una introducción,Not Specified,Professional Certificate,,0,4 Hours,Advanced,212,https://www.coursera.org/learn/americalatina,Social Studies; Culture; Cultural Diversity; Environment and Resource Management; World History; Economics; European History; Political Sciences; International Relations; Demography,Not Specified,Not Specified,Not Specified
"Analyze Churn, Design Onboarding Success",Not Specified,Professional Certificate,,0,2 Hours,Advanced,40,https://www.coursera.org/learn/analyze-churn-design-onboarding-success,Not Specified,Not Specified,Not Specified,Not Specified
The Ancient Greeks,Not Specified,Professional Certificate,,108,2 Weeks,Advanced,117,https://www.coursera.org/learn/ancient-greeks,Anthropology; Scientific Methods; European History; Cultural Sensitivity; Art History; Ancient History; Governance; Political Sciences; World History,Not Specified,Not Specified,Not Specified
Animated Storytelling: Emotive Animation in Procreate Dreams,Not Specified,Professional Certificate,,0,4 Hours,Beginner,97,https://www.coursera.org/learn/animated-storytelling-emotive-animation-in-procreate-dreams,Video Editing; Animations; Storytelling; Storyboarding; Musical Composition; Motion Graphics,Not Specified,Not Specified,Not Specified
Antisemitism: From Its Origins to the Present,Not Specified,Professional Certificate,,38,2 Weeks,Advanced,17,https://www.coursera.org/learn/antisemitism,Ancient History; Social Sciences; International Relations; European History; Political Sciences; World History; Cultural Diversity; Social Studies; Anthropology; Sociology,Not Specified,Not Specified,Not Specified
Antisemitismo: Desde sus orígenes hasta el presente,Not Specified,Professional Certificate,,22,2 Weeks,Advanced,17,https://www.coursera.org/learn/antisemitismo,Social Justice; International Relations; European History; Sociology; Media and Communications; World History; Political Sciences; Cultural Diversity; Ancient History; Social Impact,Not Specified,Not Specified,Not Specified
Aplicaciones musicales con Arduino,Not Specified,Professional Certificate,,5,8 Hours,Beginner,4,https://www.coursera.org/learn/aplicaciones-musicales-arduino,Embedded Systems; Hardware Design; Music; Physics; Creative Design; Computer Programming; System Configuration; Electronics; Electronic Components; Digital Communications,Not Specified,Not Specified,Not Specified
At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC,Not Specified,Professional Certificate,,428,1 Weeks,Advanced,23,https://www.coursera.org/learn/archaeology-city-levant-west,European History; Ancient History; Art History; Sociology; Social Sciences; Water Resources; Anthropology; World History; Cultural Diversity; Economics,Not Specified,Not Specified,Not Specified
Archaeology and Heritage of Africa,Not Specified,Professional Certificate,,16,2 Weeks,Advanced,3,https://www.coursera.org/learn/archaeology-heritage-africa,Not Specified,Not Specified,Not Specified,Not Specified
Introduzione alla Storia dell'Architettura Contemporanea,Not Specified,Professional Certificate,,185,5 Hours,Advanced,8,https://www.coursera.org/learn/architettura-contemporanea,Design; Aesthetics; European History; Design Elements And Principles; Art History; Architecture and Construction; Architectural Design,Not Specified,Not Specified,Not Specified
Arch of Titus: Rome and the Menorah,Not Specified,Professional Certificate,,123,1 Weeks,Advanced,12,https://www.coursera.org/learn/archoftitus,Research; World History; Art History; Cultural Diversity; Timelines; Ancient History; Color Theory; Storytelling,Not Specified,Not Specified,Not Specified
Ancient Philosophy: Aristotle and His Successors,Not Specified,Professional Certificate,,777,2 Weeks,Advanced,158,https://www.coursera.org/learn/aristotle,Research; European History; Ancient History; Anthropology; Ethical Standards And Conduct; World History; Political Sciences; Psychology; Liberal Arts,Not Specified,Not Specified,Not Specified
Arranging for Songwriters,Not Specified,Professional Certificate,,23,1 Weeks,Advanced,16,https://www.coursera.org/learn/arranging-for-songwriters,Instrumental Music; Media Production; Music; Music Performance; Writing; Music Theory; Creativity; Musical Composition,Not Specified,Not Specified,Not Specified
Art & Activity: Interactive Strategies for Engaging with Art,Not Specified,Professional Certificate,,177,1 Weeks,Advanced,175,https://www.coursera.org/learn/art-activity,Instructional Strategies; Design Thinking; Curriculum Planning; Creative Thinking; Analytical Skills; Learning Styles; Emotional Intelligence; Self-Awareness; Empathy; Writing; Learning Strategies,Not Specified,Not Specified,Not Specified
Arte Medieval,Not Specified,Professional Certificate,,29,2 Weeks,Advanced,1,https://www.coursera.org/learn/arte-medieval,World History; Art History; European History; Aesthetics; Ancient History,Not Specified,Not Specified,Not Specified
Artful Practices for Well-Being,Not Specified,Professional Certificate,,7,2 Weeks,Advanced,16,https://www.coursera.org/learn/artful-practices-for-well-being,Optimism; Resilience; Stress Management; Creativity; Personal Development; Empathy; Mindfulness; Self-Awareness; Compassion; Curiosity; Emotional Intelligence; Storytelling,Not Specified,Not Specified,Not Specified
Art and the Digital Transformation,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,79,https://www.coursera.org/learn/artsformation,Not Specified,Not Specified,Not Specified,Not Specified
Asian American History and Identity: An Anti-Racism Toolkit,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,0,https://www.coursera.org/learn/asian-american-history-identity-antiracism-toolkit,Social Justice; Intercultural Competence; Immigration Law; Diversity Awareness; Media and Communications; World History; Cultural Sensitivity; Cultural Diversity; Community Organizing,Not Specified,Not Specified,Not Specified
Asian Environmental Humanities: Landscapes in Transition,Not Specified,Professional Certificate,,192,1 Weeks,Advanced,13,https://www.coursera.org/learn/asian-environmental-humanities,Not Specified,Not Specified,Not Specified,Not Specified
Audio digital con Pure Data,Not Specified,Professional Certificate,,7,6 Hours,Advanced,2,https://www.coursera.org/learn/audio-digital-pure-data,Data Import/Export; File I/O; Music; Musical Composition; Programming Principles; Interoperability; Digital Signal Processing; Music Theory; Performance Tuning; Development Environment,Not Specified,Not Specified,Not Specified
Baseball and Americanism,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,1,https://www.coursera.org/learn/baseball-and-americanism,Political Sciences; Economics; Social Studies; Culture; Socioeconomics; World History,Not Specified,Not Specified,Not Specified
Basic Elements of Design: Design Principles and Software Overview,Not Specified,Professional Certificate,,998,1 Weeks,Advanced,88,https://www.coursera.org/learn/basic-elements-design,Graphic Design; Typography; Storytelling; Design Research; Information Architecture; Design; Layout Design; Design Elements And Principles; Color Theory,Adobe InDesign; Adobe Photoshop,Not Specified,Not Specified
Become a 3D Animator: Build Your Dream Animation Career,Not Specified,Professional Certificate,,0,4 Hours,Advanced,97,https://www.coursera.org/learn/become-a-3d-animator-build-your-dream-animation-career,Animations; Conceptual Design; Self-Motivation; Visualization (Computer Graphics); Creativity; Animation and Game Design; 3D Modeling; Storyboarding; Stress Management,Not Specified,Not Specified,Not Specified
Capstone: Create your own professional journalistic portfolio,Not Specified,Professional Certificate,,21,2 Weeks,Advanced,67,https://www.coursera.org/learn/become-a-journalist-capstone,Investigation; Research; Data Collection; Journalism; Peer Review; Multimedia; Storytelling; Content Creation; Report Writing; Writing; Ethical Standards And Conduct; Interviewing Skills,Not Specified,Not Specified,Not Specified
Exploring Beethoven’s Piano Sonatas,Not Specified,Professional Certificate,,612,2 Weeks,Advanced,91,https://www.coursera.org/learn/beethoven-piano-sonatas,Music Performance; Music Theory; Instrumental Music; Classical Music; Music History; Musical Composition,Not Specified,Not Specified,Not Specified
Beginner's Guide to Adobe After Effects: Animate & Polish,Not Specified,Professional Certificate,,0,6 Hours,Advanced,40,https://www.coursera.org/learn/beginners-guide-to-adobe-after-effects-animate--polish,Video Editing; Motion Graphics; Post-Production; Animations,Adobe After Effects,Not Specified,Not Specified
Beginner's Guide to Adobe After Effects: Core Tools & Setup,Not Specified,Professional Certificate,,0,4 Hours,Advanced,40,https://www.coursera.org/learn/beginners-guide-to-adobe-after-effects-core-tools--setup,Video Editing; Animations; Timelines; Motion Graphics; File Management,Adobe After Effects; Graphics Software,Not Specified,Not Specified
Behavior Architecture - Understanding Human Behavior,Not Specified,Professional Certificate,,55,1 Weeks,Advanced,0,https://www.coursera.org/learn/behavior-architecture-understanding-human-behavior,Not Specified,Not Specified,Not Specified,Not Specified
悖论：思维的魔方,Not Specified,Professional Certificate,,45,4 Weeks,Advanced,7,https://www.coursera.org/learn/bei-lun,Deductive Reasoning; Ancient History; Ethical Standards And Conduct; Behavioral Economics; Probability; Culture; Logical Reasoning; Psychology,Not Specified,Not Specified,Not Specified
Benjamin Franklin and His World,Not Specified,Professional Certificate,,30,1 Weeks,Advanced,26,https://www.coursera.org/learn/benjamin-franklin-and-his-world,"Cultural Diversity; Social Justice; European History; Ethical Standards And Conduct; Political Sciences; Economics, Policy, and Social Studies; Diplomacy; World History",Not Specified,Not Specified,Not Specified
编剧：像导演一样编剧,Not Specified,Professional Certificate,,6,1 Weeks,Advanced,21,https://www.coursera.org/learn/bian-ju,Creativity; Content Creation; Storytelling; Storyboarding; Writing,Not Specified,Not Specified,Not Specified
"The Bible's Prehistory, Purpose, and Political Future",Not Specified,Professional Certificate,,292,2 Weeks,Advanced,0,https://www.coursera.org/learn/bible-history,Political Sciences; World History; Ancient History; Liberal Arts; Storytelling; Policy Analysis; Cultural Diversity; Education and Training,Not Specified,Not Specified,Not Specified
Black Lives Matter,Not Specified,Professional Certificate,,82,2 Weeks,Advanced,0,https://www.coursera.org/learn/black-lives-matter,International Relations; World History; Social Justice; Political Sciences; Policy Analysis; Sociology; Cultural Responsiveness; Advocacy; Social Sciences; Cultural Diversity; Demography,Not Specified,Not Specified,Not Specified
Black Performance as Social Protest,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,662,https://www.coursera.org/learn/black-performance-as-social-protest,Advocacy; Music; Writing; Social Justice; Storytelling; Cultural Diversity; Performing Arts; Creativity; World History,Not Specified,Not Specified,Not Specified
Reimagining Blackness and Architecture,Not Specified,Professional Certificate,,33,1 Weeks,Advanced,10,https://www.coursera.org/learn/blackness-architecture,Not Specified,Not Specified,Not Specified,Not Specified
Blender for Filmmakers: 3D Set Extension & Camera Tracking,Not Specified,Professional Certificate,,0,5 Hours,Advanced,97,https://www.coursera.org/learn/blender-for-filmmakers-3d-set-extension--camera-tracking,Post-Production; 3D Assets; Computer Graphics; Animations; 3D Modeling; Video Editing; Virtual Environment; Photo/Video Production and Technology; Cinematography,Adobe After Effects,Not Specified,Not Specified
Blender for Filmmakers: Create Floating 3D Objects,Not Specified,Professional Certificate,,0,4 Hours,Advanced,0,https://www.coursera.org/learn/blender-for-filmmakers-create-floating-3d-objects,Animation and Game Design; Virtual Environment; 3D Modeling; Motion Graphics; Computer Graphics; Post-Production; Video Editing; 3D Assets,Adobe After Effects,Not Specified,Not Specified
Blender for Filmmakers: Turn 2D Photos into 3D Scenes,Not Specified,Professional Certificate,,0,4 Hours,Advanced,97,https://www.coursera.org/learn/blender-for-filmmakers-turn-2d-photos-into-3d-scenes,Post-Production; Computer Graphics; Motion Graphics; Animation and Game Design; Cinematography; 3D Modeling; Video Production,Adobe After Effects,Not Specified,Not Specified
Blueprint to Brilliance Through Interior Design,Not Specified,Professional Certificate,,52,2 Hours,Advanced,27,https://www.coursera.org/learn/blueprint-to-brilliance-through-interior-design,Project Design; Aesthetics; Client Services; Project Planning; Design Elements And Principles; Project Management; Consultative Approaches; Design; Design Strategies,Not Specified,Not Specified,Not Specified
Storytelling in Branding and Content Marketing,Not Specified,Professional Certificate,,351,1 Weeks,Advanced,46,https://www.coursera.org/learn/brand-and-content-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Brand New Brand,Not Specified,Professional Certificate,,318,6-7 Weeks,Advanced,1,https://www.coursera.org/learn/brand-new-brand,Not Specified,Not Specified,Not Specified,Not Specified
Building Your Artistic Brand,Not Specified,Professional Certificate,,12,9 Hours,Advanced,2,https://www.coursera.org/learn/building-your-artistic-brand,Not Specified,Not Specified,Not Specified,Not Specified
"Building Your Brand, Sustaining Growth and Networking",Not Specified,Professional Certificate,,0,8 Hours,Advanced,4,https://www.coursera.org/learn/building-your-brand-sustaining-growth-and-networking,Not Specified,Not Specified,Not Specified,Not Specified
Building Your Career as a Professional Singer,Not Specified,Professional Certificate,,13,1 Weeks,Advanced,3,https://www.coursera.org/learn/building-your-career-as-a-professional-singer,Not Specified,Not Specified,Not Specified,Not Specified
Bulletproof 3. Communication Surgery,Not Specified,Professional Certificate,,0,3 Hours,Advanced,449,https://www.coursera.org/learn/bulletproof-3-communication-surgery,Non-Verbal Communication; Social Skills; Verbal Communication Skills; Communication; Composure; Active Listening; Resilience; Overcoming Obstacles; Empathy; Interpersonal Communications,Not Specified,Not Specified,Not Specified
Calvin - Histoire et réception d'une Réforme,Not Specified,Professional Certificate,,24,1 Weeks,Advanced,7,https://www.coursera.org/learn/calvin,World History; Ethical Standards And Conduct; European History; Art History; Cultural Diversity; Political Sciences; Social Justice; Social Impact,Not Specified,Not Specified,Not Specified
Camera Basics for Video: Foundations for Video Creation,Not Specified,Professional Certificate,,0,6 Hours,Advanced,0,https://www.coursera.org/learn/camera-basics-for-video-foundations-for-video-creation,Creativity; Video Production; Photo/Video Production and Technology; Content Creation; Videography; Photography; Planning; Cinematography; Leadership; Storytelling,Not Specified,Not Specified,Not Specified
Camera Control,Not Specified,Professional Certificate,,268,2 Weeks,Advanced,356,https://www.coursera.org/learn/camera-control,Photography; Photo/Video Production and Technology; Image Quality; Peer Review,Not Specified,Not Specified,Not Specified
CapCut for Desktop: Ultimate Editing for Reels & TikTok,Not Specified,Professional Certificate,,0,6 Hours,Advanced,0,https://www.coursera.org/learn/capcut-for-desktop-ultimate-editing-for-reels--tiktok,Post-Production; Color Theory; Content Creation; Animations; Multimedia; Typography; Timelines; Storytelling; Video Editing,TikTok,Not Specified,Not Specified
Cel & 2D Animation: Streamline Workflow in Procreate Dreams,Not Specified,Professional Certificate,,0,4 Hours,Beginner,97,https://www.coursera.org/learn/cel--2d-animation-streamline-workflow-in-procreate-dreams,Animations; Motion Graphics; Layout Design; Storyboarding; Color Theory,Apple software proficiency; Adobe After Effects,Not Specified,Not Specified
Chinese Culture and Contemporary China,Not Specified,Professional Certificate,,134,- Days,Advanced,0,https://www.coursera.org/learn/china-culture-contemporary,Not Specified,Not Specified,Not Specified,Not Specified
中國園林文學 (一) (Chinese Garden Literature (1)),Not Specified,Professional Certificate,,0,2 Weeks,Advanced,3,https://www.coursera.org/learn/chinese-garden-literature-1,Ancient History; Art History; Writing; Liberal Arts; Aesthetics; Creativity,Not Specified,Not Specified,Not Specified
中国哲学经典著作导读,Not Specified,Professional Certificate,,14,2 Weeks,Advanced,40,https://www.coursera.org/learn/chinese-philosophy,Liberal Arts; Ancient History; Culture; Political Sciences,Not Specified,Not Specified,Not Specified
Chosen Issues in Holocaust History,Not Specified,Professional Certificate,,30,2 Weeks,Advanced,17,https://www.coursera.org/learn/chosenissues,Psychology; Policy Analysis; Ethical Standards And Conduct; Liberal Arts; Social Justice; World History; Cultural Diversity; Art History; Political Sciences; European History,Not Specified,Not Specified,Not Specified
Christianity & Ecology,Not Specified,Professional Certificate,,9,2 Weeks,Advanced,52,https://www.coursera.org/learn/christianity-ecology,Not Specified,Not Specified,Not Specified,Not Specified
Church Administration Foundations,Not Specified,Professional Certificate,,0,3 Hours,Advanced,116,https://www.coursera.org/learn/church-administration-foundations-theology,Not Specified,Not Specified,Not Specified,Not Specified
Pensamiento científico,Not Specified,Professional Certificate,,59,1 Weeks,Advanced,233,https://www.coursera.org/learn/ciencia,Scientific Methods; Research; Cultural Diversity; World History; Analysis; Dealing With Ambiguity; Creative Thinking; Social Sciences; Decision Making; Critical Thinking; Independent Thinking,Not Specified,Not Specified,Not Specified
Cine Mexicano: Espejo de Identidad y Diversidad Cultural,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,43,https://www.coursera.org/learn/cine-mexicano-espejo-de-identidad-y-diversidad-cultural,Social Studies; Music; Culture; Storytelling; Cultural Diversity; Art History; World History; Cinematography,Not Specified,Not Specified,Not Specified
Cinematic Video Editing : Master Exciting Youtube Intro's,Not Specified,Professional Certificate,,0,5 Hours,Advanced,97,https://www.coursera.org/learn/cinematic-video-editing--master-exciting-youtube-intros,Post-Production; Timelines; Color Theory; Cinematography; Adobe Premiere; Motion Graphics; Video Editing; Image Quality,Adobe After Effects,Not Specified,Not Specified
Cinematography & Videography Guide: Audio & Story,Not Specified,Professional Certificate,,0,5 Hours,Advanced,97,https://www.coursera.org/learn/cinematography--videography-guide-audio--story,Cinematography; Videography; Content Creation; Photo/Video Production and Technology; Music; Video Production; Podcasting; Post-Production; Storytelling,Not Specified,Not Specified,Not Specified
Cinematography & Videography Guide: Camera Basics,Not Specified,Professional Certificate,,0,7 Hours,Advanced,97,https://www.coursera.org/learn/cinematography--videography-guide-camera-basics,Cinematography; Video Production; Photography; Videography; Image Quality; Photo/Video Production and Technology,Not Specified,Not Specified,Not Specified
Cinematography & Videography Guide: Shot & Expert Tips,Not Specified,Professional Certificate,,0,8 Hours,Advanced,0,https://www.coursera.org/learn/cinematography--videography-guide-shot--expert-tips,Video Production; Photo/Video Production and Technology; Creativity; Cinematography; Content Creation; Storyboarding; Storytelling; Videography,Not Specified,Not Specified,Not Specified
Classics of Chinese Humanities: Guided Readings,Not Specified,Professional Certificate,,54,2 Weeks,Advanced,20,https://www.coursera.org/learn/classics-chinese-humanities,Art History; World History; Storytelling; Cultural Diversity; Ancient History; Liberal Arts; Culture; Aesthetics; Writing,Not Specified,Not Specified,Not Specified
"Coexistence in Medieval Spain: Jews, Christians, and Muslims",Not Specified,Professional Certificate,,138,3 Weeks,Advanced,40,https://www.coursera.org/learn/coexistence-in-medieval-spain,Culture; Research; Governance; Research Methodologies; European History; World History; International Relations; Cultural Diversity; Social Studies; Intercultural Competence; Diversity Awareness,Not Specified,Not Specified,Not Specified
Color Grading: An Absolute Beginner's Crash Course,Not Specified,Professional Certificate,,0,4 Hours,Advanced,97,https://www.coursera.org/learn/color-grading-an-absolute-beginners-crash-course,Color Matching; Cinematography,Not Specified,Not Specified,Not Specified
Color Grading: Creating a Cinematic Look,Not Specified,Professional Certificate,,0,5 Hours,Beginner,97,https://www.coursera.org/learn/color-grading-creating-a-cinematic-look,Post-Production; Video Editing; Image Quality; Videography; Photography; Color Theory; Cinematography,Not Specified,Not Specified,Not Specified
Color Grading: How to Match Shots in DaVinci Resolve,Not Specified,Professional Certificate,,0,4 Hours,Advanced,97,https://www.coursera.org/learn/color-grading-how-to-match-shots-in-davinci-resolve,Video Production; Color Theory; Image Quality; Post-Production; Cinematography; Video Editing; Color Matching,Not Specified,Not Specified,Not Specified
"ART of the MOOC: Colors, Bodies, Power",Not Specified,Professional Certificate,,0,6 Hours,Advanced,1,https://www.coursera.org/learn/colors-bodies-power,Not Specified,Not Specified,Not Specified,Not Specified
"¿Cómo persuadir? Jugando con palabras, imágenes y números",Not Specified,Professional Certificate,,592,7 Hours,Advanced,238,https://www.coursera.org/learn/como-persuadir,Research; Psychology; Storytelling; Oral Expression; Data Presentation; Graphic and Visual Design; Persuasive Communication; Persona (User Experience); Statistics,Not Specified,Not Specified,Not Specified
Composición de canciones,Not Specified,Professional Certificate,,177,2 Weeks,Advanced,212,https://www.coursera.org/learn/composicion-canciones,Musical Composition; Music Theory; Creativity; Oral Expression; Writing; Music; Storytelling,Not Specified,Not Specified,Not Specified
The Art of Filmmaking: Composition and Moving Image,Not Specified,Professional Certificate,,13,2 Weeks,Advanced,5,https://www.coursera.org/learn/composition-moving-image,Video Production; Editing; Design Elements And Principles; Storytelling; Peer Review; Cinematography; Storyboarding; Creativity; Videography; Photo/Video Production and Technology,Not Specified,Not Specified,Not Specified
