course_title,course_organization,course_certificate_type,course_rating,course_review_num,course_time,course_difficulty,course_students_enrolled,course_url,course_skills,course_tools,course_summary,course_description
East Asian Religions & Ecology,Not Specified,Professional Certificate,,5,2 Weeks,Advanced,52,https://www.coursera.org/learn/east-asian-religions-ecology,Not Specified,Not Specified,Not Specified,Not Specified
Electronic Music Performance Techniques,Not Specified,Professional Certificate,,31,6 Hours,Advanced,17,https://www.coursera.org/learn/edi-performance-techniques,Not Specified,Not Specified,Not Specified,Not Specified
Fundamentals of Music Theory,Not Specified,Professional Certificate,,392,1 Weeks,Advanced,400,https://www.coursera.org/learn/edinburgh-music-theory,Musical Composition; Music Theory; Music; Classical Music,Not Specified,Not Specified,Not Specified
Efectos de audio y automatizaciones,Not Specified,Professional Certificate,,0,4 Hours,Advanced,2,https://www.coursera.org/learn/efectos-de-audio-y-automatizaciones,Instrumental Music; Music; Automation; Music Performance,Not Specified,Not Specified,Not Specified
L’Egitto prima e dopo i faraoni. Dalla nascita dello Stato (3000 a.C. ca.) alle prime comunità cristiane (IV secolo d.C.),Not Specified,Professional Certificate,,118,6 Hours,Advanced,10,https://www.coursera.org/learn/egitto,Ancient History; World History; Culture; Art History; Cultural Diversity; Anthropology,Not Specified,Not Specified,Not Specified
Egiptología (Egyptology),Not Specified,Professional Certificate,,315,4 Weeks,Advanced,96,https://www.coursera.org/learn/egypt,World History; Art History; Ancient History; Social Studies; Writing; Social Sciences; Anthropology; Cultural Diversity; Economics; Timelines,Not Specified,Not Specified,Not Specified
Egypt before and after pharaohs.,Not Specified,Professional Certificate,,164,6 Hours,Advanced,10,https://www.coursera.org/learn/egypt-sapienza,Culture; Anthropology; Art History; Cultural Diversity; Ancient History; World History,Not Specified,Not Specified,Not Specified
El Holocausto: el abismo de la humanidad,Not Specified,Professional Certificate,,41,2 Weeks,Advanced,2,https://www.coursera.org/learn/el-holocausto,Pedagogy; Educational Materials; World History; Social Studies; Instructional Strategies; Cultural Diversity; Lesson Planning; Political Sciences; European History; Demography; Teaching,Not Specified,Not Specified,Not Specified
Elements and Principles of Visual Communication,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,88,https://www.coursera.org/learn/elements-and-principles-of-visual-communication,Visual Design; Media and Communications; Graphic and Visual Design; Design Elements And Principles; Psychology; Typography; Color Theory; Art History; Creativity; Design,Not Specified,Not Specified,Not Specified
Emotions: a Philosophical Introduction,Not Specified,Professional Certificate,,524,2 Weeks,Advanced,238,https://www.coursera.org/learn/emotions,Anthropology; Psychology; Human Development; Human Computer Interaction; Social Sciences; Culture; Empathy & Emotional Intelligence; Artificial Intelligence; Robotics,Not Specified,Not Specified,Not Specified
English Composition I,Not Specified,Professional Certificate,,303,3 Weeks,Advanced,464,https://www.coursera.org/learn/english-composition,Not Specified,Not Specified,Not Specified,Not Specified
The Epistemic Quest for Truth: Introduction to epistemology,Not Specified,Professional Certificate,,119,6 Hours,Advanced,32,https://www.coursera.org/learn/epistemology,Scientific Methods; Research; Investigation; Case Studies,Not Specified,Not Specified,Not Specified
The Politics of Skepticism,Not Specified,Professional Certificate,,7,2 Weeks,Advanced,10,https://www.coursera.org/learn/erasmus-philosophy-skepticism,Social Studies; Cultural Diversity; Research; Ethical Standards And Conduct; Ancient History; Investigation; Political Sciences; European History; Creativity; Policy Analysis,Not Specified,Not Specified,Not Specified
Ethics and AI: A Philosophical Guide to Responsible Use,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,431,https://www.coursera.org/learn/ethics-and-ai-a-philosophical-guide-to-responsible-use,Not Specified,Not Specified,Not Specified,Not Specified
"Le Bien, le Juste, l'Utile. Introduction aux éthiques philosophiques",Not Specified,Professional Certificate,,132,2 Weeks,Advanced,35,https://www.coursera.org/learn/ethique,Not Specified,Not Specified,Not Specified,Not Specified
Art of the MOOC: Experiments with Sound,Not Specified,Professional Certificate,,21,1 Weeks,Advanced,58,https://www.coursera.org/learn/experiments-with-sound,Not Specified,Not Specified,Not Specified,Not Specified
EKP1: Modernity and the Emergence of Korean Philosophy,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,21,https://www.coursera.org/learn/exploration-to-korean-philosophy-1,Research; Ancient History; Intercultural Competence; World History; Culture; Cultural Diversity,Not Specified,Not Specified,Not Specified
EKP2: Formation of Korean Neo-Confucianism,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,21,https://www.coursera.org/learn/exploration-to-korean-philosophy-2,Diagram Design; Cultural Diversity; Liberal Arts; Discussion Facilitation; Culture,Not Specified,Not Specified,Not Specified
Exploring Beethoven’s Piano Sonatas Part 2,Not Specified,Professional Certificate,,169,8 Hours,Advanced,91,https://www.coursera.org/learn/exploring-beethoven-piano-sonatas-2,Music History; Classical Music; Music; Music Theory; Musical Composition,Not Specified,Not Specified,Not Specified
Exploring Beethoven's Piano Sonatas Part 3,Not Specified,Professional Certificate,,118,7 Hours,Advanced,91,https://www.coursera.org/learn/exploring-beethoven-piano-sonatas-3,Classical Music; Music Performance; Instrumental Music; Music History; Music,Not Specified,Not Specified,Not Specified
Exploring Beethoven's Piano Sonatas Part 6,Not Specified,Professional Certificate,,12,6 Hours,Advanced,91,https://www.coursera.org/learn/exploring-beethoven-piano-sonatas-6,Music Theory; Music History; Musical Composition; Classical Music; Music Performance,Not Specified,Not Specified,Not Specified
"Cameras, Exposure, and Photography",Not Specified,Professional Certificate,,252,2 Weeks,Advanced,356,https://www.coursera.org/learn/exposure-photography,Peer Review; Image Quality; Design Elements And Principles; Photo/Video Production and Technology; Photography; Creativity,Not Specified,Not Specified,Not Specified
Fashion as Design: Craft and Sustainability,Not Specified,Professional Certificate,,0,7 Hours,Advanced,16,https://www.coursera.org/learn/fashion-craft-sustainability,Not Specified,Not Specified,Not Specified,Not Specified
Fashion as Design,Not Specified,Professional Certificate,,743,7 Weeks,Advanced,296,https://www.coursera.org/learn/fashion-design,Art History; Ethical Standards And Conduct; Cultural Diversity; Design; Aesthetics; Non-Verbal Communication; Sustainability Standards; Research; World History; Creativity; Social Impact,Not Specified,Not Specified,Not Specified
Fashion as Design: Expression and Community,Not Specified,Professional Certificate,,0,6 Hours,Advanced,16,https://www.coursera.org/learn/fashion-expression-community,Not Specified,Not Specified,Not Specified,Not Specified
Fashion as Design: Silhouettes and Icons,Not Specified,Professional Certificate,,0,7 Hours,Advanced,16,https://www.coursera.org/learn/fashion-silhouettes-icons,Not Specified,Not Specified,Not Specified,Not Specified
Fashion Values: Nature,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,948,https://www.coursera.org/learn/fashion-values-nature,Not Specified,Not Specified,Not Specified,Not Specified
Fashion Values: Society,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,948,https://www.coursera.org/learn/fashion-values-society,Not Specified,Not Specified,Not Specified,Not Specified
Feminism and Social Justice,Not Specified,Professional Certificate,,397,9 Hours,Advanced,132,https://www.coursera.org/learn/feminism-social-justice,Social Justice; Social Sciences; Community Organizing; Case Studies; Sociology; World History; Labor Law; Advocacy; Jury Trial,Not Specified,Not Specified,Not Specified
"Film Documentaries: Write, Film & Edit A Short Documentary",Not Specified,Professional Certificate,,0,8 Hours,Advanced,97,https://www.coursera.org/learn/film-documentaries-write-film--edit-short-a-documentary,Storyboarding; Videography; Writing; Creativity; Post-Production; Color Matching; Video Production; Cinematography; Storytelling; Editing,Not Specified,Not Specified,Not Specified
"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",Not Specified,Professional Certificate,,141,6 Weeks,Advanced,58,https://www.coursera.org/learn/film-images,Case Studies; Photography; Storytelling; Photo Editing; Ethical Standards And Conduct; World History; Media and Communications; Public History,Not Specified,Not Specified,Not Specified
Getting Your Film off the Ground,Not Specified,Professional Certificate,,57,3 Weeks,Advanced,16,https://www.coursera.org/learn/film-off-ground,Not Specified,Not Specified,Not Specified,Not Specified
"Filosofía, Ciencia y humanidad",Not Specified,Professional Certificate,,0,4 Weeks,Advanced,815,https://www.coursera.org/learn/filosofa-ciencia-y-humanidad,Biology; Psychology; World History; Social Sciences; Sociology; Economics; Scientific Methods; Anthropology; Human Development; Cultural Diversity,Not Specified,Not Specified,Not Specified
The Final Solution to the Jewish Question,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,17,https://www.coursera.org/learn/final-solution,Not Specified,Not Specified,Not Specified,Not Specified
Finding Your Professional Voice: Confidence & Impact,Not Specified,Professional Certificate,,253,8 Hours,Advanced,170,https://www.coursera.org/learn/finding-your-professional-voice,Not Specified,Not Specified,Not Specified,Not Specified
Writing in First Person Point of View,Not Specified,Professional Certificate,,120,6 Hours,Advanced,12,https://www.coursera.org/learn/first-person-pov,Storytelling; Writing; Journals; English Language; Writing and Editing,Not Specified,Not Specified,Not Specified
FL Studio Basics,Not Specified,Professional Certificate,,16,1 Weeks,Advanced,17,https://www.coursera.org/learn/fl-studio-basics,Musical Composition; Music Theory; Media Production; Music; File Management; Creativity; System Configuration; Editing; Electronic Media; Automation; Music Performance,Not Specified,Not Specified,Not Specified
EL FONS ANTIC DE LA UB AMB PERSPECTIVA DE GÈNERE,Not Specified,Professional Certificate,,0,4 Hours,Advanced,177,https://www.coursera.org/learn/fons-antic-ub-perspectiva-de-gnere,Not Specified,Not Specified,Not Specified,Not Specified
"Textual Elements of Design: Fonts, Typography, and Spacing",Not Specified,Professional Certificate,,291,1 Weeks,Advanced,0,https://www.coursera.org/learn/fonts-typography-spacing,Design; Color Theory; Typography; Graphic and Visual Design Software; Layout Design; Design Elements And Principles; Graphic Design,Not Specified,Not Specified,Not Specified
Food Ethics,Not Specified,Professional Certificate,,95,5 Weeks,Advanced,7,https://www.coursera.org/learn/foodethics,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Music Promotion & Branding,Not Specified,Professional Certificate,,17,9 Hours,Advanced,4,https://www.coursera.org/learn/foundations-of-music-promotion-branding,Not Specified,Not Specified,Not Specified,Not Specified
The Art of Filmmaking: Foundations of Time and Space,Not Specified,Professional Certificate,,12,2 Weeks,Advanced,0,https://www.coursera.org/learn/foundations-of-time-and-space,Storytelling; Adobe Premiere; Design Elements And Principles; Editing; Video Production; Cinematography; Creativity; Video Editing; Aesthetics,Not Specified,Not Specified,Not Specified
Free Will and Neuroscience,Not Specified,Professional Certificate,,10,9 Hours,Advanced,4,https://www.coursera.org/learn/free-will-and-neuroscience,Psychology; Anatomy; Physiology; Experimentation; Mindfulness; Biology; Neurology; Human Learning,Not Specified,Not Specified,Not Specified
Freelance Editing: Launch & Build Your Video Editing Career,Not Specified,Professional Certificate,,0,4 Hours,Advanced,97,https://www.coursera.org/learn/freelance-editing-launch--build-your-video-editing-career,Not Specified,Not Specified,Not Specified,Not Specified
Freelance Editor Marketing: Attract Your Ideal Clients,Not Specified,Professional Certificate,,0,4 Hours,Advanced,97,https://www.coursera.org/learn/freelance-editor-marketing-attract-your-ideal-clients,Professional Development; Creativity; Branding; Marketing Collateral; Social Media; Portfolio Management; Video Editing; Instagram; Social Media Marketing; Customer Engagement,Not Specified,Not Specified,Not Specified
Freelance Video Editing: Build Strong Client Relationships,Not Specified,Professional Certificate,,0,4 Hours,Advanced,97,https://www.coursera.org/learn/freelance-video-editing-build-strong-client-relationships,Not Specified,Not Specified,Not Specified,Not Specified
Fundamentals of Graphic Design,Not Specified,Professional Certificate,,387,8 Hours,Advanced,0,https://www.coursera.org/learn/fundamentals-of-graphic-design,Not Specified,Not Specified,Not Specified,Not Specified
Fondamentaux de l’infographie,Not Specified,Professional Certificate,,20,2 Weeks,Advanced,1,https://www.coursera.org/learn/fundamentals-of-graphic-design-fr,Not Specified,Not Specified,Not Specified,Not Specified
Основы графического дизайна,Not Specified,Professional Certificate,,533,2 Weeks,Advanced,1,https://www.coursera.org/learn/fundamentals-of-graphic-design-ru,Layout Design; Creativity; Color Theory; Typography; Graphic and Visual Design Software; Image Quality; Graphic Design; Design Elements And Principles,Design Software; Adobe Illustrator; Adobe Creative Cloud; Adobe Photoshop,Not Specified,Not Specified
"Gabriel García Márquez entre el poder, la historia y el amor",Not Specified,Professional Certificate,,34,3 Weeks,Advanced,49,https://www.coursera.org/learn/gabriel-garcia-marquez-poder-historia-amor,World History; Art History; Literacy; Storytelling; Spanish Language; Writing; Timelines; Aesthetics,Not Specified,Not Specified,Not Specified
Character Design for Video Games,Not Specified,Professional Certificate,,3,9 Hours,Advanced,159,https://www.coursera.org/learn/game-character-design,Animation and Game Design; Video Game Development; Game Design; Animations; Design Elements And Principles; Storytelling; Creative Design; Conceptual Design; Technical Design; Design,Not Specified,Not Specified,Not Specified
Introduction to Game Design,Not Specified,Professional Certificate,,924,6 Hours,Advanced,159,https://www.coursera.org/learn/game-design,Systems Design; Interactive Design; Animation and Game Design; Creativity; Game Design; Storytelling; Video Game Development; Conceptual Design; Ideation; Design,Not Specified,Not Specified,Not Specified
Game Design Document: Define the Art & Concepts,Not Specified,Professional Certificate,,295,2 Weeks,Advanced,40,https://www.coursera.org/learn/game-design-document,Software Design Documents; Usability Testing; Visualization (Computer Graphics); Conceptual Design; Ideation; Peer Review; Graphic and Visual Design; Prototyping; Creativity; Game Design,Not Specified,Not Specified,Not Specified
Gangster Fiction: Rise of an American Antihero,Not Specified,Professional Certificate,,0,- Weeks,Advanced,0,https://www.coursera.org/learn/gangster-fiction-american-antihero,Not Specified,Not Specified,Not Specified,Not Specified
Gathering and Developing the News,Not Specified,Professional Certificate,,92,2 Weeks,Advanced,67,https://www.coursera.org/learn/gathering-the-news,Research; Diversity Awareness; Investigation; Data Collection; Social Network Analysis; Journalism; Rapport Building; Cultural Diversity; Interviewing Skills; Ethical Standards And Conduct,Not Specified,Not Specified,Not Specified
Gestión musical en América Latina,Not Specified,Professional Certificate,,0,9 Hours,Advanced,531,https://www.coursera.org/learn/gestion-musical,Not Specified,Not Specified,Not Specified,Not Specified
Get Started with Procreate Dreams: Animation for Everyone,Not Specified,Professional Certificate,,0,9 Hours,Advanced,97,https://www.coursera.org/learn/get-started-with-procreate-dreams-animation-for-everyone,Photo/Video Production and Technology; Animations; Motion Graphics; Storytelling; Storyboarding; Timelines; Multimedia,Not Specified,Not Specified,Not Specified
Getting Started with Essay Writing,Not Specified,Professional Certificate,,492,1 Weeks,Advanced,1,https://www.coursera.org/learn/getting-started-with-essay-writing,Style Guides; Editing; Proofreading; Writing; Report Writing; English Language,Not Specified,Not Specified,Not Specified
Global Affairs Explained: The Fundamentals,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,0,https://www.coursera.org/learn/global-affairs-explained-fundamentals,Social Sciences; World History; Strategic Decision-Making; Governance; Socioeconomics; Public Policies; Analysis; Culture; International Relations; Economics; Political Sciences; Policy Analysis,Not Specified,Not Specified,Not Specified
Global Affairs Explained: Managing the International System,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,0,https://www.coursera.org/learn/global-affairs-explained-managing-international-system,"International Finance; Policty Analysis, Research, and Development; Negotiation",Not Specified,Not Specified,Not Specified
Theatre and Globalization,Not Specified,Professional Certificate,,236,1 Weeks,Advanced,12,https://www.coursera.org/learn/global-theatre,Not Specified,Not Specified,Not Specified,Not Specified
Re-imaging God in Korean Context,Not Specified,Professional Certificate,,110,8 Hours,Advanced,6,https://www.coursera.org/learn/god-korean-context,Anthropology; Psychology; Intercultural Competence; Social Justice; Cultural Diversity; Culture,Not Specified,Not Specified,Not Specified
Grabación y postproducción musical dentro y fuera del estudio,Not Specified,Professional Certificate,,80,8 Hours,Advanced,4,https://www.coursera.org/learn/grabacion-musical,Instrumental Music; Media Production; Music; Post-Production; Musical Composition; Editing,Not Specified,Not Specified,Not Specified
Grabación y edición de audio,Not Specified,Professional Certificate,,0,5 Hours,Advanced,2,https://www.coursera.org/learn/grabacion-y-edicion-de-audio,System Configuration; Music; Editing; Media Production,Not Specified,Not Specified,Not Specified
Ideas from the History of Graphic Design,Not Specified,Professional Certificate,,326,1 Weeks,Advanced,105,https://www.coursera.org/learn/graphic-design-history,Not Specified,Not Specified,Not Specified,Not Specified
Graphic Elements of Design: Color Theory and Image Formats,Not Specified,Professional Certificate,,594,1 Weeks,Advanced,88,https://www.coursera.org/learn/graphic-elements-design,Image Quality; Graphic and Visual Design; File Management; Color Theory; Digital Design; Graphic Design; Design Elements And Principles; Design; Logo Design,Not Specified,Not Specified,Not Specified
Guitar for Beginners,Not Specified,Professional Certificate,,274,6 Weeks,Advanced,0,https://www.coursera.org/learn/guitar,Music Theory; Instrumental Music; Musical Composition; Music Performance; Music,Not Specified,Not Specified,Not Specified
Guitar Chord Voicings: Playing Up The Neck,Not Specified,Professional Certificate,,55,1 Weeks,Advanced,14,https://www.coursera.org/learn/guitar-chords,Music Theory; Music; Instrumental Music; Music Performance; Musical Composition,Not Specified,Not Specified,Not Specified
Guitar Performance Techniques,Not Specified,Professional Certificate,,51,1 Weeks,Advanced,14,https://www.coursera.org/learn/guitar-performance,Music Theory; Instrumental Music; Mental Concentration; Music Performance; Music; Coordination,Not Specified,Not Specified,Not Specified
Guitar Scales and Chord Progressions,Not Specified,Professional Certificate,,392,1 Weeks,Advanced,51,https://www.coursera.org/learn/guitar-scales-chord-progressions,Music; Creativity; Music Theory; Musical Composition; Instrumental Music; Music Performance,Not Specified,Not Specified,Not Specified
Introducción a la guitarra,Not Specified,Professional Certificate,,457,2 Weeks,Beginner,397,https://www.coursera.org/learn/guitarra,Musical Composition; Instrumental Music; Music Theory; Music Performance; Music,Not Specified,Not Specified,Not Specified
Habilidades de pensamiento y solución de problemas,Not Specified,Professional Certificate,,16,2 Weeks,Advanced,25,https://www.coursera.org/learn/habilidades-de-pensamiento-y-solucion-de-problemas,Critical Thinking; Complex Problem Solving; Cognitive flexibility; Systems Thinking; Open Mindset; Collaboration; Creative Thinking; Decision Making; Analytical Skills,Not Specified,Not Specified,Not Specified
Introducción a las humanidades digitales,Not Specified,Professional Certificate,,17,1 Weeks,Advanced,3,https://www.coursera.org/learn/hd,Not Specified,Not Specified,Not Specified,Not Specified
Modern Hebrew Poetry שירה עברית מודרנית,Not Specified,Professional Certificate,,135,3 Weeks,Advanced,8,https://www.coursera.org/learn/hebrew-poetry,Not Specified,Not Specified,Not Specified,Not Specified
Historia del Arte: Del Barroco al Arte Posmoderno,Not Specified,Professional Certificate,,196,2 Weeks,Advanced,42,https://www.coursera.org/learn/historia-arte-barroco-posmoderno,European History; Aesthetics; World History; Culture; Art History; Timelines; Design Elements And Principles,Not Specified,Not Specified,Not Specified
Historia del Arte: Del Arte Prehistórico al Renacimiento,Not Specified,Professional Certificate,,579,2 Weeks,Advanced,42,https://www.coursera.org/learn/historia-arte-prehistorico-renacimiento,World History; Design Elements And Principles; Art History; Timelines; Anthropology; European History; Culture; Aesthetics; Ancient History,Not Specified,Not Specified,Not Specified
Asia Oriental en el s. XX: introducción desde la Historia,Not Specified,Professional Certificate,,31,2 Weeks,Advanced,1,https://www.coursera.org/learn/historia-asia-oriental-japon-corea-china-taiwan,International Relations; Diplomacy; Cultural Sensitivity; Economics; World History; Cultural Diversity; Political Sciences; Governance; Social Sciences; Economic Development,Not Specified,Not Specified,Not Specified
Historia de las Relaciones Internacionales,Not Specified,Professional Certificate,,12,2 Weeks,Advanced,889,https://www.coursera.org/learn/historia-de-las-relaciones-internacionales,International Relations; Security Strategy; Political Sciences; Economics; World History; European History; Diplomacy,Not Specified,Not Specified,Not Specified
Historia de las reglas del fútbol en Inglaterra y en Argentina,Not Specified,Professional Certificate,,111,2 Weeks,Advanced,6,https://www.coursera.org/learn/historia-reglas-futbol,"Socioeconomics; Political Sciences; Labor Law; Governance; Culture; European History; Law, Regulation, and Compliance; Sociology; World History",Not Specified,Not Specified,Not Specified
"Plagues, Witches, and War: The Worlds of Historical Fiction",Not Specified,Professional Certificate,,631,2 Weeks,Advanced,112,https://www.coursera.org/learn/historical-fiction,Liberal Arts; European History; World History; Creativity; Writing and Editing; Storytelling; Public History; Writing,Not Specified,Not Specified,Not Specified
The History of Modern Israel - Part I: From an Idea to a State,Not Specified,Professional Certificate,,105,4 Hours,Advanced,43,https://www.coursera.org/learn/history-israel,Social Studies; World History; Political Sciences; Cultural Diversity; European History; Public Safety and National Security; International Relations; Demography,Not Specified,Not Specified,Not Specified
The History of Modern Israel - Part II: Challenges of Israel as a sovereign state,Not Specified,Professional Certificate,,62,1 Weeks,Advanced,43,https://www.coursera.org/learn/history-israel-sovereign-state,Not Specified,Not Specified,Not Specified,Not Specified
"History of Rock, Part One",Not Specified,Professional Certificate,,186,1 Weeks,Advanced,107,https://www.coursera.org/learn/history-of-rock,World History; Electronic Media; Music; Music History; Social Impact; Media and Communications,Not Specified,Not Specified,Not Specified
"History of Rock, Part Two",Not Specified,Professional Certificate,,473,1 Weeks,Advanced,107,https://www.coursera.org/learn/history-of-rock-2,World Music; Media Production; World History; Music; Music History; Performing Arts,Not Specified,Not Specified,Not Specified
"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World",Not Specified,Professional Certificate,,287,7 Hours,Advanced,72,https://www.coursera.org/learn/holocaust-introduction-1,European History; Research Methodologies; Teaching; Policy Analysis; World History; Social Impact; Student Engagement; Social Justice; Research; Cultural Diversity,Not Specified,Not Specified,Not Specified
The Holocaust - An Introduction (II): The Final Solution,Not Specified,Professional Certificate,,111,7 Hours,Advanced,72,https://www.coursera.org/learn/holocaust-introduction-2,Not Specified,Not Specified,Not Specified,Not Specified
The Holocaust through the Perspective of Primary Sources,Not Specified,Professional Certificate,,13,9 Hours,Advanced,17,https://www.coursera.org/learn/holocaust-primary-sources,Research; European History; Investigation; World History; Journals; Photography; Research Methodologies; Qualitative Research,Not Specified,Not Specified,Not Specified
Famine as Genocide: The Holodomor in Ukraine,Not Specified,Professional Certificate,,0,3 Weeks,Advanced,2,https://www.coursera.org/learn/holodomor,Policy Analysis; Cultural Sensitivity; Economics; World History; Social Justice; International Relations; Research; European History; Qualitative Research; Social Sciences; Media and Communications,Not Specified,Not Specified,Not Specified
Hone Your Style: Discover and Develop Your Editing Style,Not Specified,Professional Certificate,,0,4 Hours,Advanced,97,https://www.coursera.org/learn/hone-your-style-discover-and-develop-your-editing-style,Storyboarding; Video Editing; Aesthetics; Post-Production; Communication; Storytelling; Style Guides,Not Specified,Not Specified,Not Specified
How To Make A Movie Pitch Deck To Finance Your Film Idea,Not Specified,Professional Certificate,,0,5 Hours,Advanced,0,https://www.coursera.org/learn/how-to-make-a-movie-pitch-deck-to-finance-your-film-idea,Concision; Marketing; Business Writing; Proposal Writing; Storytelling; Sales Presentations; Promotional Strategies; Target Audience; Presentations,Not Specified,Not Specified,Not Specified
How to Make Money with Your Music Copyrights,Not Specified,Professional Certificate,,37,7 Hours,Advanced,2,https://www.coursera.org/learn/how-to-make-money-with-your-music-copyrights,Digital Assets; Registration; Payment Processing and Collection; Regulation and Legal Compliance; Music; Entrepreneurship; Revenue Management; Revenue Recognition; Intellectual Property,Not Specified,Not Specified,Not Specified
How to Read a Novel,Not Specified,Professional Certificate,,22,9 Hours,Advanced,7,https://www.coursera.org/learn/how-to-read-a-novel,Writing,Not Specified,Not Specified,Not Specified
How to Tune Our Emotions: Seongho's New Proposal 2,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,30,https://www.coursera.org/learn/how-to-tune-our-emotions-seonghos-new-proposal-2,Cultural Sensitivity; Emotional Intelligence; Empathy; Self-Awareness; Social Skills; Ethical Standards And Conduct; Psychology; Anthropology,Not Specified,Not Specified,Not Specified
How to Understand Our Emotions: Seongho's New Proposal 1,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,21,https://www.coursera.org/learn/how-to-understand-our-emotions-seonghos-new-proposal-1,Emotional Intelligence; Ethical Standards And Conduct; Self-Awareness; Cultural Sensitivity; Critical Thinking; Empathy; Psychology; Decision Making; Compassion,Not Specified,Not Specified,Not Specified
A Brief History of Human Spaceflight,Not Specified,Professional Certificate,,436,2 Weeks,Advanced,18,https://www.coursera.org/learn/human-spaceflight,International Relations; Engineering; Safety Assurance; Failure Analysis; Human Factors; Ancient History,Not Specified,Not Specified,Not Specified
Humanidades digitales,Not Specified,Professional Certificate,,917,4 Hours,Advanced,238,https://www.coursera.org/learn/humanidades-digitales,Not Specified,Not Specified,Not Specified,Not Specified
Humanidades digitales: archivos y colecciones,Not Specified,Professional Certificate,,11,1 Weeks,Advanced,1,https://www.coursera.org/learn/humanidades-digitales-archivos-y-colecciones,digital literacy,Not Specified,Not Specified,Not Specified
大學之理念 (The Idea of a University),Not Specified,Professional Certificate,,0,2 Weeks,Advanced,10,https://www.coursera.org/learn/idea-of-a-university,Not Specified,Not Specified,Not Specified,Not Specified
Art & Ideas: Teaching with Themes,Not Specified,Professional Certificate,,112,2 Weeks,Advanced,175,https://www.coursera.org/learn/ideas,Not Specified,Not Specified,Not Specified,Not Specified
Ideate and Visualize Creative Ideas Using AI Tools,Not Specified,Professional Certificate,,0,4 Hours,Advanced,313,https://www.coursera.org/learn/ideate-and-visualize-creative-ideas-using-ai,Writing; Storyboarding; Graphic and Visual Design; Collaboration; Creative Design; Visual Design; Creativity; Image Quality; Presentations; Design Thinking; Storytelling; Ideation,Generative AI; Adobe Express; Prompt Engineering; Adobe Creative Cloud; Adobe Firefly,Not Specified,Not Specified
History of Video Games,Not Specified,Professional Certificate,,0,7 Weeks,Advanced,438,https://www.coursera.org/learn/illinois-tech-history-of-video-games,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Imagemaking,Not Specified,Professional Certificate,,954,2 Weeks,Advanced,133,https://www.coursera.org/learn/image-making,Not Specified,Not Specified,Not Specified,Not Specified
The Importance and Power of Music in our Society,Not Specified,Professional Certificate,,11,2 Weeks,Advanced,13,https://www.coursera.org/learn/importance-power-music-our-society,Not Specified,Not Specified,Not Specified,Not Specified
Improvisación de jazz,Not Specified,Professional Certificate,,260,1 Weeks,Advanced,94,https://www.coursera.org/learn/improvisacion-de-jazz,Musical Composition; Creativity; Storytelling; Music; Music Performance; Instrumental Music; Oral Expression; Music Theory,Not Specified,Not Specified,Not Specified
In Depth CapCut Video Editing Masterclass: Advanced Tools,Not Specified,Professional Certificate,,0,6 Hours,Advanced,0,https://www.coursera.org/learn/in-depth-capcut-video-editing-masterclass-advanced-tools,Typography; Post-Production; Web Content Accessibility Guidelines; Color Theory; Video Production; Video Editing; Animations; Content Creation,TikTok,Not Specified,Not Specified
In Depth CapCut Video Editing Masterclass: Core Editing,Not Specified,Professional Certificate,,19,5 Hours,Advanced,97,https://www.coursera.org/learn/in-depth-capcut-video-editing-masterclass-core-editing,Timelines; Productivity; Video Production; Editing; Storytelling; Video Editing,Not Specified,Not Specified,Not Specified
In Search for the Origins of Korean Philosophy,Not Specified,Professional Certificate,,20,2 Weeks,Advanced,21,https://www.coursera.org/learn/in-search-for-the-origins-of-korean-philosophy,Language Competency; Culture; Literacy; Ancient History; Anthropology; Cultural Diversity; Research; World History; Social Studies,Not Specified,Not Specified,Not Specified
Indigenous Canada,Not Specified,Professional Certificate,,747,2 Weeks,Advanced,0,https://www.coursera.org/learn/indigenous-canada,Not Specified,Not Specified,Not Specified,Not Specified
Indigenous Religions & Ecology,Not Specified,Professional Certificate,,16,2 Weeks,Advanced,52,https://www.coursera.org/learn/indigenous-religions-ecology,Not Specified,Not Specified,Not Specified,Not Specified
Think Again III: How to Reason Inductively,Not Specified,Professional Certificate,,69,2 Weeks,Advanced,373,https://www.coursera.org/learn/inductive-reasoning,Case Studies; Probability; Sample Size Determination; Sampling (Statistics); Deductive Reasoning; Correlation Analysis; Scientific Methods,Not Specified,Not Specified,Not Specified
