resource_id,role_id,step_number,nama_skill,link_course,tipe,platform
RES0001,R014,5,Risk Management - Security Principles,https://www.coursera.org/learn/-security-principles,Video Course + Certificate,Coursera
RES0002,R001,5,Html - An Introduction To Accessibility And Inclusive Design,https://www.coursera.org/learn/accessibility,Video Course + Certificate,Coursera
RES0003,R002,5,Html - An Introduction To Accessibility And Inclusive Design,https://www.coursera.org/learn/accessibility,Video Course + Certificate,Coursera
RES0004,R004,5,Html - An Introduction To Accessibility And Inclusive Design,https://www.coursera.org/learn/accessibility,Video Course + Certificate,Coursera
RES0005,R020,5,Compliance - An Introduction To Accessibility And Inclusive Design,https://www.coursera.org/learn/accessibility,Video Course + Certificate,Coursera
RES0006,R044,5,Html - An Introduction To Accessibility And Inclusive Design,https://www.coursera.org/learn/accessibility,Video Course + Certificate,Coursera
RES0007,R064,5,Microsoft Office - An Introduction To Accessibility And Inclusive Design,https://www.coursera.org/learn/accessibility,Video Course + Certificate,Coursera
RES0008,R047,5,"Adobe Illustrator, Typography, Color Theory - Graphic Design",https://www.coursera.org/learn/adobe-graphic-design,Video Course + Certificate,Coursera
RES0009,R050,5,"Adobe Illustrator, Typography, Color Theory - Graphic Design",https://www.coursera.org/learn/adobe-graphic-design,Video Course + Certificate,Coursera
RES0010,R052,5,Typography - Graphic Design,https://www.coursera.org/learn/adobe-graphic-design,Video Course + Certificate,Coursera
RES0011,R039,5,"Rag, Vector Databases - Advanced Rag With Vector Databases And Retrievers",https://www.coursera.org/learn/advanced-rag-with-vector-databases-and-retrievers,Video Course + Certificate,Coursera
RES0012,R042,5,Performance Tuning - Advanced Rag With Vector Databases And Retrievers,https://www.coursera.org/learn/advanced-rag-with-vector-databases-and-retrievers,Video Course + Certificate,Coursera
RES0013,R043,5,Performance Tuning - Advanced Rag With Vector Databases And Retrievers,https://www.coursera.org/learn/advanced-rag-with-vector-databases-and-retrievers,Video Course + Certificate,Coursera
RES0014,R001,5,"Javascript, React - Advanced React",https://www.coursera.org/learn/advanced-react,Video Course + Certificate,Coursera
RES0015,R002,5,"Javascript, React - Advanced React",https://www.coursera.org/learn/advanced-react,Video Course + Certificate,Coursera
RES0016,R004,5,"React, Javascript - Advanced React",https://www.coursera.org/learn/advanced-react,Video Course + Certificate,Coursera
RES0017,R053,5,React - Advanced React,https://www.coursera.org/learn/advanced-react,Video Course + Certificate,Coursera
RES0018,R001,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0019,R003,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0020,R006,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0021,R007,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0022,R009,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0023,R010,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0024,R011,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0025,R016,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0026,R017,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0027,R018,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0028,R020,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0029,R021,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0030,R022,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0031,R023,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0032,R024,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0033,R025,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0034,R026,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0035,R027,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0036,R028,5,"Python, Machine Learning - Agentic Ai With Langchain And Langgraph",https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0037,R029,5,"Python, Machine Learning - Agentic Ai With Langchain And Langgraph",https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0038,R030,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0039,R032,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0040,R033,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0041,R034,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0042,R035,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0043,R036,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0044,R037,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0045,R038,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0046,R039,5,"Python, Langchain - Agentic Ai With Langchain And Langgraph",https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0047,R040,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0048,R041,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0049,R059,5,Python - Agentic Ai With Langchain And Langgraph,https://www.coursera.org/learn/agentic-ai-with-langchain-and-langgraph,Video Course + Certificate,Coursera
RES0050,R001,5,Agile - Agile With Atlassian Jira,https://www.coursera.org/learn/agile-atlassian-jira,Video Course + Certificate,Coursera
RES0051,R007,5,Jira - Agile With Atlassian Jira,https://www.coursera.org/learn/agile-atlassian-jira,Video Course + Certificate,Coursera
RES0052,R008,5,"Agile, Jira - Agile With Atlassian Jira",https://www.coursera.org/learn/agile-atlassian-jira,Video Course + Certificate,Coursera
RES0053,R014,5,"Jira, Agile - Agile With Atlassian Jira",https://www.coursera.org/learn/agile-atlassian-jira,Video Course + Certificate,Coursera
RES0054,R068,5,"Agile, Jira - Agile With Atlassian Jira",https://www.coursera.org/learn/agile-atlassian-jira,Video Course + Certificate,Coursera
RES0055,R001,5,Agile - Introduction To Agile Development And Scrum,https://www.coursera.org/learn/agile-development-and-scrum,Video Course + Certificate,Coursera
RES0056,R008,5,Agile - Introduction To Agile Development And Scrum,https://www.coursera.org/learn/agile-development-and-scrum,Video Course + Certificate,Coursera
RES0057,R014,5,"Agile, Scrum - Introduction To Agile Development And Scrum",https://www.coursera.org/learn/agile-development-and-scrum,Video Course + Certificate,Coursera
RES0058,R068,5,Agile - Introduction To Agile Development And Scrum,https://www.coursera.org/learn/agile-development-and-scrum,Video Course + Certificate,Coursera
RES0059,R001,5,"Python, Html, Css - Ai Code Generation For Everyone",https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0060,R002,5,"Css, Html - Ai Code Generation For Everyone",https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0061,R003,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0062,R004,5,"Html, Css - Ai Code Generation For Everyone",https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0063,R006,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0064,R007,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0065,R009,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0066,R010,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0067,R011,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0068,R016,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0069,R017,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0070,R018,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0071,R020,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0072,R021,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0073,R022,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0074,R023,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0075,R024,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0076,R025,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0077,R026,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0078,R027,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0079,R028,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0080,R029,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0081,R030,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0082,R032,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0083,R033,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0084,R034,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0085,R035,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0086,R036,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0087,R037,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0088,R038,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0089,R039,5,"Prompt Engineering, Python - Ai Code Generation For Everyone",https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0090,R040,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0091,R041,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0092,R044,5,"Html, Css - Ai Code Generation For Everyone",https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0093,R046,5,Css - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0094,R049,5,Data Analysis - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0095,R053,5,Css - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0096,R059,5,Python - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0097,R068,5,Data Analysis - Ai Code Generation For Everyone,https://www.coursera.org/learn/ai-code-generation-everyone,Video Course + Certificate,Coursera
RES0098,R001,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0099,R003,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0100,R006,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0101,R007,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0102,R009,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0103,R010,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0104,R011,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0105,R016,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0106,R017,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0107,R018,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0108,R020,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0109,R021,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0110,R022,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0111,R023,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0112,R024,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0113,R025,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0114,R026,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0115,R027,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0116,R028,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0117,R029,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0118,R030,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0119,R032,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0120,R033,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0121,R034,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0122,R035,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0123,R036,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0124,R037,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0125,R038,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0126,R039,5,"Prompt Engineering, Python - Ai Python For Beginners",https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0127,R040,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0128,R041,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0129,R049,5,Data Analysis - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0130,R059,5,Python - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0131,R068,5,Data Analysis - Ai Python For Beginners,https://www.coursera.org/learn/ai-python-for-beginners,Video Course + Certificate,Coursera
RES0132,R001,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0133,R003,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0134,R006,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0135,R007,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0136,R009,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0137,R010,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0138,R011,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0139,R016,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0140,R017,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0141,R018,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0142,R020,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0143,R021,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0144,R022,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0145,R023,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0146,R024,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0147,R025,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0148,R026,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0149,R027,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0150,R028,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0151,R029,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0152,R030,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0153,R032,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0154,R033,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0155,R034,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0156,R035,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0157,R036,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0158,R037,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0159,R038,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0160,R039,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0161,R040,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0162,R041,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0163,R059,5,Python - Introducción A La Programación En Python I: Aprendiendo A Programar Con Python,https://www.coursera.org/learn/aprendiendo-programar-python,Video Course + Certificate,Coursera
RES0164,R011,5,Aws - Architecting Solutions On Aws,https://www.coursera.org/learn/architecting-solutions-on-aws,Video Course + Certificate,Coursera
RES0165,R017,5,Aws - Architecting Solutions On Aws,https://www.coursera.org/learn/architecting-solutions-on-aws,Video Course + Certificate,Coursera
RES0166,R018,5,Aws - Architecting Solutions On Aws,https://www.coursera.org/learn/architecting-solutions-on-aws,Video Course + Certificate,Coursera
RES0167,R019,5,Aws - Architecting Solutions On Aws,https://www.coursera.org/learn/architecting-solutions-on-aws,Video Course + Certificate,Coursera
RES0168,R020,5,Aws - Architecting Solutions On Aws,https://www.coursera.org/learn/architecting-solutions-on-aws,Video Course + Certificate,Coursera
RES0169,R026,5,Aws - Architecting Solutions On Aws,https://www.coursera.org/learn/architecting-solutions-on-aws,Video Course + Certificate,Coursera
RES0170,R032,5,Aws - Architecting Solutions On Aws,https://www.coursera.org/learn/architecting-solutions-on-aws,Video Course + Certificate,Coursera
RES0171,R039,5,Prompt Engineering - Artificial Intelligence (Ai): Interactions And Prompts,https://www.coursera.org/learn/artificial-intelligence-ai-interactions-prompts,Video Course + Certificate,Coursera
RES0172,R061,5,Content Creation - Artificial Intelligence (Ai): Interactions And Prompts,https://www.coursera.org/learn/artificial-intelligence-ai-interactions-prompts,Video Course + Certificate,Coursera
RES0173,R062,5,Content Creation - Artificial Intelligence (Ai): Interactions And Prompts,https://www.coursera.org/learn/artificial-intelligence-ai-interactions-prompts,Video Course + Certificate,Coursera
RES0174,R065,5,Content Creation - Artificial Intelligence (Ai): Interactions And Prompts,https://www.coursera.org/learn/artificial-intelligence-ai-interactions-prompts,Video Course + Certificate,Coursera
RES0175,R001,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0176,R003,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0177,R006,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0178,R007,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0179,R009,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0180,R010,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0181,R011,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0182,R016,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0183,R017,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0184,R018,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0185,R020,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0186,R021,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0187,R022,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0188,R023,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0189,R024,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
RES0190,R025,5,Python - Automate Cybersecurity Tasks With Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Video Course + Certificate,Coursera
