course_title,course_organization,course_certificate_type,course_rating,course_review_num,course_time,course_difficulty,course_students_enrolled,course_url,course_skills,course_tools,course_summary,course_description
Microsoft Front-End Developer Professional Certificate,Not Specified,Professional Certificate,,248,4 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-front-end-developer,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Full-Stack Developer Professional Certificate,Not Specified,Professional Certificate,,440,9 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-full-stack-developer,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Generative AI Engineering Professional Certificate,Not Specified,Professional Certificate,,14,3 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-generative-ai-engineering,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Introduction to C++ Programming Professional Certificate,Not Specified,Professional Certificate,,20,4 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-introduction-to-c-plus-plus-programming,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft IT Support Specialist Professional Certificate,Not Specified,Professional Certificate,,550,3 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-it-support-specialist,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Power BI Data Analyst Professional Certificate,Not Specified,Professional Certificate,,212,3 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Power BI Developer and Architect Professional Certificate,Not Specified,Professional Certificate,,5,6 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-powerbi-developer-and-architect,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Python Development Professional Certificate,Not Specified,Professional Certificate,,670,4 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-python-developer,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft R Programming for Everyone Professional Certificate,Not Specified,Professional Certificate,,6,4 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-r-programming-for-everyone,Not Specified,Not Specified,Not Specified,Not Specified
Palo Alto Networks Cybersecurity Professional Certificate,Not Specified,Professional Certificate,,881,4 Weeks,Advanced,0,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,Not Specified,Not Specified,Not Specified,Not Specified
Preparing for Google Cloud Certification: Machine Learning Engineer Professional Certificate,Not Specified,Professional Certificate,,2000000,2 Months,Advanced,4,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,Not Specified,Not Specified,Not Specified,Not Specified
PyTorch for Deep Learning Professional Certificate,Not Specified,Professional Certificate,,96,2 Months,Advanced,600,https://www.coursera.org/professional-certificates/pytorch-for-deep-learning,Not Specified,Not Specified,Not Specified,Not Specified
Snowflake Generative AI Professional Certificate,Not Specified,Professional Certificate,,265,4 Weeks,Advanced,42,https://www.coursera.org/professional-certificates/snowflake-generative-ai,Not Specified,Not Specified,Not Specified,Not Specified
Google IT Support Professional Certificate,Not Specified,Professional Certificate,,250, Months,Advanced,16,https://www.coursera.org/professional-certificates/google-it-support,Not Specified,Not Specified,Not Specified,Not Specified
Preparing for Google Cloud Certification: Cloud DevOps Engr Professional Certificate,Not Specified,Professional Certificate,,2000000,4 Weeks,Advanced,4,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,Not Specified,Not Specified,Not Specified,Not Specified
Google IT Support Professional Certificate,Not Specified,Professional Certificate,,250, Months,Advanced,16,https://www.coursera.org/professional-certificates/google-it-support,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft UX Design Professional Certificate,Not Specified,Professional Certificate,,633,2 Months,Advanced,0,https://www.coursera.org/professional-certificates/ux-design,Not Specified,Not Specified,Not Specified,Not Specified
3D Printing and Additive Manufacturing Specialization,Not Specified,Professional Certificate,,460,2 Months,Advanced,56,https://www.coursera.org/specializations/3d-printing-additive-manufacturing,Not Specified,Not Specified,Not Specified,Not Specified
Adobe Illustrator Essentials Specialization,Not Specified,Professional Certificate,,7,4 Weeks,Advanced,0,https://www.coursera.org/specializations/adobe-illustrator-essentials,Not Specified,Not Specified,Not Specified,Not Specified
Advanced Embedded Linux Development Specialization,Not Specified,Professional Certificate,,173,4 Months,Advanced,0,https://www.coursera.org/specializations/advanced-embedded-linux-development,Not Specified,Not Specified,Not Specified,Not Specified
Agentic AI Engineering Specialization,Not Specified,Professional Certificate,,0,12 Weeks,Advanced,0,https://www.coursera.org/specializations/agentic-ai-engineering,Not Specified,Not Specified,Not Specified,Not Specified
Agile Development Specialization,Not Specified,Professional Certificate,,868,4 Weeks,Advanced,535,https://www.coursera.org/specializations/agile-development,Not Specified,Not Specified,Not Specified,Not Specified
AI Engineering Specialization,Not Specified,Professional Certificate,,343,4 Weeks,Advanced,62,https://www.coursera.org/specializations/ai-engineering,API Gateway; Application Deployment; Cloud Deployment; Embeddings; Image Analysis; LLM Application; Multimodal Prompts; Responsible AI; Retrieval-Augmented Generation; Software Engineering,AI Workflows; Cloud Applications; Generative AI; Hugging Face; LangChain; Model Context Protocol; OpenAI; OpenAI API; Prompt Engineering; Vector Databases,Not Specified,Not Specified
AI for Cybersecurity Specialization,Not Specified,Professional Certificate,,121,12 Weeks,Advanced,0,https://www.coursera.org/specializations/ai-for-cybersecurity,Not Specified,Not Specified,Not Specified,Not Specified
AI for Telecommunications Specialization,Not Specified,Professional Certificate,,13,4 Weeks,Advanced,31,https://www.coursera.org/specializations/ai-for-telecommunications,Not Specified,Not Specified,Not Specified,Not Specified
AI-Powered Content Marketing and Strategy Specialization,Not Specified,Professional Certificate,,337,4 Weeks,Advanced,313,https://www.coursera.org/specializations/ai-powered-content-marketing-strategy,Not Specified,Not Specified,Not Specified,Not Specified
AI-Powered Software Development Certification Specialization,Not Specified,Professional Certificate,,35,4 Weeks,Advanced,66,https://www.coursera.org/specializations/ai-powered-software-development-certification,Not Specified,Not Specified,Not Specified,Not Specified
AI Powered UI/UX Design Specialization,Not Specified,Professional Certificate,,0,2 Months,Advanced,31,https://www.coursera.org/specializations/ai-powered-ui-ux-design,Not Specified,Not Specified,Not Specified,Not Specified
Algorithms Specialization,Not Specified,Professional Certificate,,987,4 Weeks,Advanced,380,https://www.coursera.org/specializations/algorithms,Not Specified,Not Specified,Not Specified,Not Specified
Analytics Engineering with dbt Specialization,Not Specified,Professional Certificate,,0,8 Weeks,Advanced,0,https://www.coursera.org/specializations/analytics-engineering-with-dbt,Not Specified,Not Specified,Not Specified,Not Specified
Android App Development Specialization,Not Specified,Professional Certificate,,689,2 Months,Advanced,1,https://www.coursera.org/specializations/android-app-development,Not Specified,Not Specified,Not Specified,Not Specified
API Development and Architecture Specialization,Not Specified,Professional Certificate,,10,8 Weeks,Advanced,159,https://www.coursera.org/specializations/api-development-and-architecture,Not Specified,Not Specified,Not Specified,Not Specified
Developing APIs with Google Cloud's Apigee API Platform Specialization,Not Specified,Professional Certificate,,886,4 Weeks,Advanced,4,https://www.coursera.org/specializations/apigee-api-gcp,Not Specified,Not Specified,Not Specified,Not Specified
"App Development With AI. Plus, App Marketing And Monetization - 2026 Specialization",Not Specified,Professional Certificate,,0,12 Weeks,Advanced,18,https://www.coursera.org/specializations/app-development-and-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Apply Advanced SPSS Data Analytics & Modeling Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,271,https://www.coursera.org/specializations/apply-advanced-spss-data-analytics-modeling,Not Specified,Not Specified,Not Specified,Not Specified
Architecting with Google Kubernetes Engine Specialization,Not Specified,Professional Certificate,,165,4 Weeks,Advanced,4,https://www.coursera.org/specializations/architecting-google-kubernetes-engine,Not Specified,Not Specified,Not Specified,Not Specified
Artificial Intelligence: an Overview Specialization,Not Specified,Professional Certificate,,837,4 Weeks,Advanced,10,https://www.coursera.org/specializations/artificial-intelligence-overview,Not Specified,Not Specified,Not Specified,Not Specified
AutoCAD Architectural Design & Residential Planning Specialization,Not Specified,Professional Certificate,,28,4 Weeks,Advanced,0,https://www.coursera.org/specializations/autocad-architectural-design-residential-planning,Not Specified,Not Specified,Not Specified,Not Specified
AutoCAD Foundation & Core Drafting Mastery Specialization,Not Specified,Professional Certificate,,37,4 Weeks,Advanced,0,https://www.coursera.org/specializations/autocad-foundation-core-drafting-mastery,Not Specified,Not Specified,Not Specified,Not Specified
AWS Fundamentals Specialization,Not Specified,Professional Certificate,,803,4 Weeks,Advanced,106,https://www.coursera.org/specializations/aws-fundamentals,Not Specified,Not Specified,Not Specified,Not Specified
Beginner: Figma UI / UX Design Essentials Specialization,Not Specified,Professional Certificate,,31,4 Weeks,Advanced,97,https://www.coursera.org/specializations/beginnerfigmauiuxdesignessentials,Layout Design; Persona (User Experience); UI/UX Strategy; User Flows; Version Control,Not Specified,Not Specified,Not Specified
"BI Foundations with SQL, ETL and Data Warehousing Specialization",Not Specified,Professional Certificate,,619,2 Months,Advanced,1,https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,Not Specified,Not Specified,Not Specified,Not Specified
Blender 3D Modeling & Rendering for Games & Animation Specialization,Not Specified,Professional Certificate,,31,4 Weeks,Advanced,0,https://www.coursera.org/specializations/blender-3d-modeling-rendering-games-animation,3D Assets; 3D Modeling; Computer Graphics; Data Import/Export; File Management; Software Installation; User Interface (UI); Video Game Development; Visualization (Computer Graphics),Design Software; Graphical Tools; UI Components; Unreal Engine,Not Specified,Not Specified
Blender for Beginners Specialization,Not Specified,Professional Certificate,,18,4 Weeks,Advanced,97,https://www.coursera.org/specializations/blenderforbeginners,Not Specified,Not Specified,Not Specified,Not Specified
Blockchain Specialization,Not Specified,Professional Certificate,,121,2 Months,Advanced,311,https://www.coursera.org/specializations/blockchain,Not Specified,Not Specified,Not Specified,Not Specified
Blockchain Revolution in Financial Services Specialization,Not Specified,Professional Certificate,,27,2 Months,Advanced,167,https://www.coursera.org/specializations/blockchain-financial-services,Not Specified,Not Specified,Not Specified,Not Specified
Blockchain Revolution Specialization,Not Specified,Professional Certificate,,68,2 Months,Advanced,167,https://www.coursera.org/specializations/blockchain-revolution-enterprise,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Data Structures and Algorithms Specialization,Not Specified,Professional Certificate,,955,6 Months,Advanced,101,https://www.coursera.org/specializations/boulder-data-structures-algorithms,Not Specified,Not Specified,Not Specified,Not Specified
Build and Modernize Applications With Generative AI Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,4,https://www.coursera.org/specializations/build-modernize-applications-with-generative-ai,Not Specified,Not Specified,Not Specified,Not Specified
Building AI Agents and Agentic Workflows Specialization,Not Specified,Professional Certificate,,240,4 Weeks,Advanced,123,https://www.coursera.org/specializations/building-ai-agents-and-agentic-workflows,Not Specified,Not Specified,Not Specified,Not Specified
Building AI Agents with OpenAI Specialization,Not Specified,Professional Certificate,,0,8 Weeks,Advanced,0,https://www.coursera.org/specializations/building-ai-agents-openai,Not Specified,Not Specified,Not Specified,Not Specified
Building AI Cloud Apps with Microsoft Azure Specialization,Not Specified,Professional Certificate,,735,2 Months,Advanced,0,https://www.coursera.org/specializations/building-ai-cloud-apps-microsoft-azure,Not Specified,Not Specified,Not Specified,Not Specified
Building and Working with Relational Databases Specialization,Not Specified,Professional Certificate,,91,3 Months,Advanced,6,https://www.coursera.org/specializations/building-and-working-with-relational-databases,Not Specified,Not Specified,Not Specified,Not Specified
Building Cloud Computing Solutions at Scale Specialization,Not Specified,Professional Certificate,,504,6 Months,Advanced,271,https://www.coursera.org/specializations/building-cloud-computing-solutions-at-scale,Not Specified,Not Specified,Not Specified,Not Specified
Building No-Code Apps with AppSheet Specialization,Not Specified,Professional Certificate,,195,4 Weeks,Advanced,4,https://www.coursera.org/specializations/building-no-code-apps-with-appsheet,Not Specified,Not Specified,Not Specified,Not Specified
Building Smarter Software: GenAI Tools and Practices Specialization,Not Specified,Professional Certificate,,130,4 Weeks,Advanced,1,https://www.coursera.org/specializations/building-smarter-software-genai-tools-and-practices,Not Specified,Not Specified,Not Specified,Not Specified
Building Trustworthy AI Specialization,Not Specified,Professional Certificate,,11,4 Weeks,Advanced,1,https://www.coursera.org/specializations/building-trustworthy-ai,Not Specified,Not Specified,Not Specified,Not Specified
C and Go: Classical and Modern Programming Specialization,Not Specified,Professional Certificate,,280,4 Weeks,Advanced,0,https://www.coursera.org/specializations/c-and-go,Not Specified,Not Specified,Not Specified,Not Specified
"C, Go, and C++: A Comprehensive Introduction to Programming Specialization",Not Specified,Professional Certificate,,583,2 Months,Advanced,0,https://www.coursera.org/specializations/c-go-c-plus-plus,Not Specified,Not Specified,Not Specified,Not Specified
Introductory C Programming Specialization,Not Specified,Professional Certificate,,443,5 Months,Advanced,1,https://www.coursera.org/specializations/c-programming,Not Specified,Not Specified,Not Specified,Not Specified
C Programming with Linux Specialization,Not Specified,Professional Certificate,,440,2 Months,Advanced,30,https://www.coursera.org/specializations/c-programming-linux,Not Specified,Not Specified,Not Specified,Not Specified
Canva Design Essentials Specialization,Not Specified,Professional Certificate,,32,4 Weeks,Advanced,0,https://www.coursera.org/specializations/canvadesignessentials,Not Specified,Not Specified,Not Specified,Not Specified
Cybersecurity Operations Fundamentals Specialization,Not Specified,Professional Certificate,,198,12 Weeks,Advanced,99,https://www.coursera.org/specializations/cbrops,Not Specified,Not Specified,Not Specified,Not Specified
Certificado: Google Cloud Digital Leader Specialization,Not Specified,Professional Certificate,,40,4 Weeks,Advanced,4,https://www.coursera.org/specializations/certificado-profesional-de-capacitacion-de-google-cloud-digital-leader-esla,Not Specified,Not Specified,Not Specified,Not Specified
Certified Entry-Level Python Programmer (PCEP) Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,26,https://www.coursera.org/specializations/certified-entry-level-python-programmer-pcep,Not Specified,Not Specified,Not Specified,Not Specified
Certified in Cybersecurity Specialization,Not Specified,Professional Certificate,,235,4 Weeks,Advanced,122,https://www.coursera.org/specializations/certified-in-cybersecurity,Not Specified,Not Specified,Not Specified,Not Specified
Ciberseguridad Specialization,Not Specified,Professional Certificate,,537,4 Weeks,Advanced,7,https://www.coursera.org/specializations/ciberseguridad,Not Specified,Not Specified,Not Specified,Not Specified
Cloud Computing Specialization,Not Specified,Professional Certificate,,72,3 Months,Advanced,71,https://www.coursera.org/specializations/cloud-computing,Not Specified,Not Specified,Not Specified,Not Specified
Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en Español Specialization,Not Specified,Professional Certificate,,696,4 Weeks,Advanced,4,https://www.coursera.org/specializations/cloud-engineering-gcp-es,Not Specified,Not Specified,Not Specified,Not Specified
Cloud-Native Development with OpenShift and Kubernetes Specialization,Not Specified,Professional Certificate,,240,4 Weeks,Advanced,0,https://www.coursera.org/specializations/cloud-native-development-openshift-kubernetes,Not Specified,Not Specified,Not Specified,Not Specified
Coding for Everyone: C and C++ Specialization,Not Specified,Professional Certificate,,573,4 Weeks,Beginner,0,https://www.coursera.org/specializations/coding-for-everyone,Not Specified,Not Specified,Not Specified,Not Specified
Web Technologies and Security Specialization,Not Specified,Professional Certificate,,102,4 Weeks,Advanced,9,https://www.coursera.org/specializations/codio-web-tech-security,Not Specified,Not Specified,Not Specified,Not Specified
CompTIA Security+ Certification Preparation Specialization,Not Specified,Professional Certificate,,49,4 Weeks,Advanced,197,https://www.coursera.org/specializations/comptia-security-plus-certification,Not Specified,Not Specified,Not Specified,Not Specified
Fundamentals of Computing Specialization,Not Specified,Professional Certificate,,89,2 Months,Advanced,85,https://www.coursera.org/specializations/computer-fundamentals,Not Specified,Not Specified,Not Specified,Not Specified
Computer Security and Systems Management Specialization,Not Specified,Professional Certificate,,944,4 Weeks,Advanced,171,https://www.coursera.org/specializations/computer-security-systems-management,Not Specified,Not Specified,Not Specified,Not Specified
Computer Vision Specialization,Not Specified,Professional Certificate,,78,4 Weeks,Advanced,20,https://www.coursera.org/specializations/computer-vision-cu,Not Specified,Not Specified,Not Specified,Not Specified
Computer Forensics Specialization,Not Specified,Professional Certificate,,348,4 Weeks,Advanced,21,https://www.coursera.org/specializations/computerforensics,Not Specified,Not Specified,Not Specified,Not Specified
Arm Cortex-M Architecture and Software Development Specialization,Not Specified,Professional Certificate,,205,4 Weeks,Advanced,13,https://www.coursera.org/specializations/cortex-m-architecture-and-software-development,Not Specified,Not Specified,Not Specified,Not Specified
Crafting User-First Product Experiences in the AI Era Specialization,Not Specified,Professional Certificate,,368,2 Months,Advanced,2,https://www.coursera.org/specializations/crafting-user-first-product-experiences-in-the-ai-era,Not Specified,Not Specified,Not Specified,Not Specified
Creating Business Value with Data and Looker Specialization,Not Specified,Professional Certificate,,467,4 Weeks,Advanced,0,https://www.coursera.org/specializations/creating-business-value-with-data-and-looker,Not Specified,Not Specified,Not Specified,Not Specified
Accelerated Computer Science Fundamentals Specialization,Not Specified,Professional Certificate,,501,2 Months,Advanced,130,https://www.coursera.org/specializations/cs-fundamentals,Not Specified,Not Specified,Not Specified,Not Specified
Cyber Security: Essentials for Forensics Specialization,Not Specified,Professional Certificate,,35,4 Weeks,Advanced,18,https://www.coursera.org/specializations/cyber-security-essentials-for-forensics,Not Specified,Not Specified,Not Specified,Not Specified
"Cyber Security: Essentials for Governance, Risk & Compliance Specialization",Not Specified,Professional Certificate,,17,4 Weeks,Advanced,18,https://www.coursera.org/specializations/cyber-security-essentials-for-governance-risk-compliance,Not Specified,Not Specified,Not Specified,Not Specified
Cyber Security: Leadership Specialization,Not Specified,Professional Certificate,,36,4 Weeks,Advanced,18,https://www.coursera.org/specializations/cyber-security-leadership,Not Specified,Not Specified,Not Specified,Not Specified
Cyber Security Manager Certificate Specialization,Not Specified,Professional Certificate,,38,4 Weeks,Advanced,18,https://www.coursera.org/specializations/cyber-security-manager-certificate,Not Specified,Not Specified,Not Specified,Not Specified
Cyber Security – Technology and Governance Specialization,Not Specified,Professional Certificate,,207,4 Months,Advanced,5,https://www.coursera.org/specializations/cyber-security-technology-governance,Not Specified,Not Specified,Not Specified,Not Specified
ISC2 Healthcare Certificate Specialization,Not Specified,Professional Certificate,,21,4 Weeks,Advanced,122,https://www.coursera.org/specializations/cyberhealthcare,Not Specified,Not Specified,Not Specified,Not Specified
Cybersecurity Analyst Specialization,Not Specified,Professional Certificate,,0,12 Weeks,Advanced,0,https://www.coursera.org/specializations/cybersecurity-analyst,Not Specified,Not Specified,Not Specified,Not Specified
Cybersecurity Attack and Defense Fundamentals Specialization,Not Specified,Professional Certificate,,803,5 Months,Advanced,102,https://www.coursera.org/specializations/cybersecurity-attack-and-defense,Not Specified,Not Specified,Not Specified,Not Specified
Cybersecurity Fundamentals Specialization,Not Specified,Professional Certificate,,322,12 Weeks,Advanced,20,https://www.coursera.org/specializations/cybersecurity-fundamentals,Not Specified,Not Specified,Not Specified,Not Specified
Cybersecurity in the AI Era Specialization,Not Specified,Professional Certificate,,329,4 Weeks,Advanced,100,https://www.coursera.org/specializations/cybersecurity-in-the-ai-era,Not Specified,Not Specified,Not Specified,Not Specified
Practical Machine Learning: Foundations to Neural Networks Specialization,Not Specified,Professional Certificate,,0,3 Months,Advanced,0,https://www.coursera.org/specializations/dartmouth-practical-machine-learning,Not Specified,Not Specified,Not Specified,Not Specified
"Enterprise Data Integration, Governance and Architecture Specialization",Not Specified,Professional Certificate,,82, Months,Advanced,465,https://www.coursera.org/specializations/data-architect-advanced,Not Specified,Not Specified,Not Specified,Not Specified
Data Engineering Foundations Specialization,Not Specified,Professional Certificate,,592,3 Months,Advanced,281,https://www.coursera.org/specializations/data-engineering-foundations,Not Specified,Not Specified,Not Specified,Not Specified
Data Structures and Algorithms Specialization,Not Specified,Professional Certificate,,741,5 Months,Advanced,779,https://www.coursera.org/specializations/data-structures-algorithms,Not Specified,Not Specified,Not Specified,Not Specified
Databases for Data Scientists Specialization,Not Specified,Professional Certificate,,451,2 Months,Advanced,60,https://www.coursera.org/specializations/databases-for-data-scientists,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI Leader Specialization,Not Specified,Professional Certificate,,5,4 Weeks,Advanced,4,https://www.coursera.org/specializations/denaileader-fr,Not Specified,Not Specified,Not Specified,Not Specified
Developing Mobile Apps with Flutter Specialization,Not Specified,Professional Certificate,,176,3 Months,Advanced,1,https://www.coursera.org/specializations/developing-mobile-apps-with-flutter,Not Specified,Not Specified,Not Specified,Not Specified
Developing Mobile Apps with React Native Specialization,Not Specified,Professional Certificate,,955,3 Months,Advanced,1,https://www.coursera.org/specializations/developing-mobile-apps-with-react-native,Not Specified,Not Specified,Not Specified,Not Specified
DevOps and AI on AWS Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,135,https://www.coursera.org/specializations/devops-ai-aws,Not Specified,Not Specified,Not Specified,Not Specified
"IBM DevOps, Cloud, and Agile Foundations Specialization",Not Specified,Professional Certificate,,565,4 Weeks,Advanced,355,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,Not Specified,Not Specified,Not Specified,Not Specified
DevOps Mastery Specialization,Not Specified,Professional Certificate,,259,3 Months,Advanced,10,https://www.coursera.org/specializations/devops-mastery,Not Specified,Not Specified,Not Specified,Not Specified
Digital Transformation Using AI/ML with Google Cloud Specialization,Not Specified,Professional Certificate,,570,4 Weeks,Advanced,4,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Discrete Mathematics for Computer Science Specialization,Not Specified,Professional Certificate,,690,3 Months,Advanced,779,https://www.coursera.org/specializations/discrete-mathematics,Not Specified,Not Specified,Not Specified,Not Specified
Embedded Software Development with C Specialization,Not Specified,Professional Certificate,,273,20 Weeks,Advanced,271,https://www.coursera.org/specializations/embedded-software-development-with-c,Not Specified,Not Specified,Not Specified,Not Specified
Enterprise AI and Data Engineering with Databricks Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,1,https://www.coursera.org/specializations/enterprise-ai-data-engineering-databricks,Not Specified,Not Specified,Not Specified,Not Specified
Ethical Hacking Specialization,Not Specified,Professional Certificate,,291,4 Weeks,Advanced,197,https://www.coursera.org/specializations/ethical-hacking-training,Not Specified,Not Specified,Not Specified,Not Specified
Everyday Excel Specialization,Not Specified,Professional Certificate,,89,2 Months,Advanced,0,https://www.coursera.org/specializations/everyday-excel,Not Specified,Not Specified,Not Specified,Not Specified
Exam Prep AZ-104: Microsoft Azure Administrator Associate Specialization,Not Specified,Professional Certificate,,140,24 Weeks,Advanced,117,https://www.coursera.org/specializations/exam-prep-az-104-microsoft-azure-administrator-associate,Not Specified,Not Specified,Not Specified,Not Specified
Exam Prep AZ-305: Microsoft Azure Solutions Architect Expert Specialization,Not Specified,Professional Certificate,,5,4 Weeks,Advanced,117,https://www.coursera.org/specializations/exam-prep-az-305-microsoft-certified-azure-solutions-architect-expert,Not Specified,Not Specified,Not Specified,Not Specified
Exam Prep PL-400: Microsoft Power Platform Developer Assoc. Specialization,Not Specified,Professional Certificate,,0,23 Months,Advanced,117,https://www.coursera.org/specializations/exam-prep-pl-400-microsoft-certified-power-platform-developer-associate,Not Specified,Not Specified,Not Specified,Not Specified
Extended Reality for Everybody Specialization,Not Specified,Professional Certificate,,593,2 Months,Advanced,44,https://www.coursera.org/specializations/extended-reality-for-everybody,Not Specified,Not Specified,Not Specified,Not Specified
Figma Mastery: From Wireframes to Prototypes Specialization,Not Specified,Professional Certificate,,416,4 Weeks,Advanced,1,https://www.coursera.org/specializations/figma-mastery-from-wireframes-to-prototypes,Not Specified,Not Specified,Not Specified,Not Specified
Fortinet Network Security Specialization,Not Specified,Professional Certificate,,139,4 Weeks,Advanced,0,https://www.coursera.org/specializations/fortinet-network-security,Not Specified,Not Specified,Not Specified,Not Specified
Fullstack Development Specialization,Not Specified,Professional Certificate,,867,3 Months,Advanced,62,https://www.coursera.org/specializations/fullstack-development,Not Specified,Not Specified,Not Specified,Not Specified
Game Design and Development with Unity Specialization,Not Specified,Professional Certificate,,0,2 Months,Advanced,0,https://www.coursera.org/specializations/game-design-and-development,Not Specified,Not Specified,Not Specified,Not Specified
Architecting with Google Compute Engine Specialization,Not Specified,Professional Certificate,,2000000,4 Weeks,Advanced,4,https://www.coursera.org/specializations/gcp-architecture,Not Specified,Not Specified,Not Specified,Not Specified
Architecting with Google Compute Engine en Español Specialization,Not Specified,Professional Certificate,,629,4 Weeks,Advanced,4,https://www.coursera.org/specializations/gcp-architecture-es,Not Specified,Not Specified,Not Specified,Not Specified
"Data Engineering, Big Data and ML on Google Cloud 日本語版 Specialization",Not Specified,Professional Certificate,,82,4 Weeks,Advanced,4,https://www.coursera.org/specializations/gcp-data-machine-learning-jp,Not Specified,Not Specified,Not Specified,Not Specified
Gemini for Google Cloud Learning Path Specialization,Not Specified,Professional Certificate,,33,4 Weeks,Advanced,4,https://www.coursera.org/specializations/gemini-for-google-cloud-learning-path,Not Specified,Not Specified,Not Specified,Not Specified
Google Workspace with Gemini Specialization,Not Specified,Professional Certificate,,357,4 Weeks,Advanced,0,https://www.coursera.org/specializations/gemini-for-google-workspace,AI Enablement; Business Communication; Collaboration; LLM Application; Project Management; Proofreading; Responsible AI; Storytelling; Video Editing; Video Production; Workflow Management; Writing,Gemini; Generative AI; Gmail; Google Docs; Google Gemini; Google Workspace; Productivity Software; Prompt Engineering,Not Specified,Not Specified
GenAI for Business Process Automation Specialization,Not Specified,Professional Certificate,,15,12 Weeks,Advanced,465,https://www.coursera.org/specializations/genai-for-business-process-automation,Not Specified,Not Specified,Not Specified,Not Specified
Líder de IA generativa (Generative AI Leader) Specialization,Not Specified,Professional Certificate,,195,4 Weeks,Advanced,4,https://www.coursera.org/specializations/genaileader-es,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI Leader 学習プログラム Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,4,https://www.coursera.org/specializations/genaileader-ja,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI Cybersecurity & Privacy for Leaders Specialization,Not Specified,Professional Certificate,,436,4 Weeks,Advanced,1,https://www.coursera.org/specializations/generative-ai-cybersecurity-leaders,Not Specified,Not Specified,Not Specified,Not Specified
IBM Generative AI for Cybersecurity Professionals Specialization,Not Specified,Professional Certificate,,541,3 Months,Advanced,208,https://www.coursera.org/specializations/generative-ai-for-cybersecurity-professionals,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Data Engineers Specialization,Not Specified,Professional Certificate,,480,8 Weeks,Advanced,281,https://www.coursera.org/specializations/generative-ai-for-data-engineers,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Developers Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,130,https://www.coursera.org/specializations/generative-ai-for-developers,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Java and Spring Developers Specialization,Not Specified,Professional Certificate,,613,2 Months,Advanced,1,https://www.coursera.org/specializations/generative-ai-for-java-and-spring-developers,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Mobile App Developers Specialization,Not Specified,Professional Certificate,,615,3 Months,Advanced,1,https://www.coursera.org/specializations/generative-ai-for-mobile-app-developers,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Software Developers Specialization,Not Specified,Professional Certificate,,599,1 Months,Advanced,1,https://www.coursera.org/specializations/generative-ai-for-software-developers,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for UI UX Design Specialization,Not Specified,Professional Certificate,,464,8 Weeks,Advanced,146,https://www.coursera.org/specializations/generative-ai-for-ui-ux-design,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Web Development Specialization,Not Specified,Professional Certificate,,225,4 Weeks,Advanced,8,https://www.coursera.org/specializations/generative-ai-for-web-development,Not Specified,Not Specified,Not Specified,Not Specified
